,player,worker,resources,time,age,round,game_id,text
6923,Grey,S,3,2021-02-03 21:08:25,I,6,7488202,Grey builds Swordsmen#Grey spends 3 resources #
6924,Green,W,2,2021-02-03 18:28:10,I,6,7488202,Green builds Warrior#Green spends 2 resources #
6925,Purple,1,4,2021-02-03 16:54:50,I,6,7488202,Purple builds 1 stage of St. Peter's Basilica#Purple spends 4 resources #
6926,Orange,W,2,2021-02-03 16:52:11,I,6,7488202,Orange builds Warrior#Orange spends 2 resources #
6927,Purple,1,2,2021-02-03 15:53:14,I,5,7488202,Purple builds 1 stage of Trade routes#Purple spends 2 resources Wonder completed #
6928,Orange,W,2,2021-02-03 15:41:04,I,5,7488202,Orange builds Warrior#Orange spends 2 resources #
6929,Grey,P,3,2021-02-03 14:15:48,I,4,7488202,Grey builds Philosophy#Grey spends 3 resources #
6930,Grey,1,1,2021-02-03 14:14:57,I,4,7488202,Grey builds 1 stage of Pyramids#Grey spends 1 resource Wonder completed #
6931,Grey,1,2,2021-02-03 14:14:51,I,4,7488202,Grey builds 1 stage of Pyramids#Grey spends 2 resources #
6932,Green,K,3,2021-02-03 14:07:55,I,4,7488202,Green builds Knights#Green spends 3 resources #
6933,Purple,1,1,2021-02-03 13:48:59,I,4,7488202,Purple builds 1 stage of Trade routes#Purple spends 1 resource #
6934,Orange,1,1,2021-02-03 12:35:37,I,4,7488202,Orange builds 1 stage of Biskupin#Orange spends 1 resource Wonder completed #
6935,Orange,1,2,2021-02-03 12:34:52,I,4,7488202,Orange builds 1 stage of Biskupin#Orange spends 2 resources #
6936,Grey,1,3,2021-02-03 10:55:00,I,3,7488202,Grey builds 1 stage of Pyramids#Grey spends 3 resources #
6937,Green,P,2,2021-02-02 17:38:16,I,3,7488202,Green builds Philosophy using Ideal Building Site #Green spends 2 resources #
6938,Purple,1,3,2021-02-02 17:24:26,I,3,7488202,Purple builds 1 stage of Trade routes#Purple spends 3 resources #
6939,Orange,P,3,2021-02-02 17:19:20,I,3,7488202,Orange builds Philosophy#Orange spends 3 resources #
6940,Grey,B,1,2021-02-02 17:10:51,I,2,7488202,Grey builds Bronze using Rich Land #Grey spends 1 resource #
6941,Green,B,2,2021-02-02 16:51:08,I,2,7488202,Green builds Bronze#Green spends 2 resources #
6942,Purple,P,1,2021-02-02 16:11:36,I,2,7488202,Purple builds Philosophy using Ideal Building Site #Purple spends 1 resource #
6943,Orange,1,1,2021-02-02 15:57:49,I,2,7488202,Orange builds 1 stage of Biskupin#Orange spends 1 resource #
6944,Orange,B,1,2021-02-02 15:57:36,I,2,7488202,Orange builds Bronze#Orange spends 1 resource #
6945,Grey,B,2,2021-03-03 13:16:35,IV,17,7488850,Grey builds Bronze#Grey spends 2 resources #
6946,Grey,C,10,2021-03-03 13:15:18,IV,17,7488850,Grey builds Computers#Grey spends 10 resources #
6947,Green,R,5,2021-03-03 11:17:14,IV,17,7488850,Green builds Riflemen#Green spends 5 resources #
6948,Purple,O,7,2021-03-03 11:12:29,IV,17,7488850,Purple builds Organized Religion#Purple spends 7 resources #
6949,Orange,1,9,2021-03-02 17:28:12,IV,17,7488850,Orange builds 1 stage of First Space Flight#Orange spends 9 resources Wonder completed Orange scores 23 culture #
6950,Orange,3,7,2021-03-02 17:28:04,IV,17,7488850,Orange builds 3 stages of First Space Flight#Orange spends 7 resources #
6951,Grey,P,2,2021-03-02 16:30:20,IV,16,7488850,Grey builds Printing Press#Grey spends 2 resources #
6952,Green,M,11,2021-03-02 16:21:48,III,16,7488850,Green builds Movies#Green spends 11 resources #
6953,Purple,R,7,2021-03-02 16:11:18,III,16,7488850,Purple builds Rockets#Purple spends 7 resources #
6954,Orange,M,9,2021-03-02 15:57:13,III,16,7488850,Orange builds Movies#Orange spends 9 resources #
6955,Grey,K,3,2021-03-02 15:19:02,III,15,7488850,Grey builds Knights#Grey spends 3 resources #
6956,Purple,J,8,2021-03-02 14:02:53,III,15,7488850,Purple builds Journalism#Purple spends 8 resources #
6957,Orange,S,8,2021-03-02 11:35:13,III,15,7488850,Orange builds Scientific Method#Orange spends 8 resources #
6958,Grey,P,3,2021-03-02 09:41:11,III,14,7488850,Grey builds Philosophy#Grey spends 3 resources #
6959,Green,1,3,2021-03-02 09:22:43,III,14,7488850,Green builds 1 stage of Eiffel Tower#Green spends 3 resources Wonder completed #
6960,Green,1,7,2021-03-02 09:22:36,III,14,7488850,Green builds 1 stage of Eiffel Tower#Green spends 7 resources #
6961,Green,1,3,2021-03-02 09:22:30,III,14,7488850,Green builds 1 stage of Eiffel Tower#Green spends 3 resources #
6962,Purple,J,8,2021-03-02 08:42:10,III,14,7488850,Purple builds Journalism#Purple spends 8 resources #
6963,Purple,R,7,2021-03-02 08:41:46,III,14,7488850,Purple builds Rockets#Purple spends 7 resources #
6964,Grey,P,2,2021-03-01 17:38:55,III,13,7488850,Grey builds Printing Press#Grey spends 2 resources #
6965,Green,K,3,2021-03-01 16:35:34,III,13,7488850,Green builds Knights#Green spends 3 resources #
6966,Purple,S,3,2021-03-01 16:16:06,III,13,7488850,Purple builds Swordsmen#Purple spends 3 resources #
6967,Grey,T,4,2021-03-01 14:59:42,III,12,7488850,Grey builds Theology#Grey spends 4 resources #
6968,Purple,J,5,2021-03-01 02:21:22,II,12,7488850,Purple builds Journalism using Urban Growth#Purple spends 5 resources #
6969,Orange,C,5,2021-02-28 21:31:40,II,12,7488850,Orange builds Cavalrymen#Orange spends 5 resources #
6970,Grey,W,2,2021-02-28 01:55:45,II,11,7488850,Grey builds Warrior#Grey spends 2 resources #
6971,Grey,2,6,2021-02-28 01:49:24,II,11,7488850,Grey builds 2 stages of Transcontinental Railroad#Grey spends 6 resources Wonder completed #
6972,Grey,2,6,2021-02-26 09:34:01,II,10,7488850,Grey builds 2 stages of Transcontinental Railroad#Grey spends 6 resources #
6973,Purple,J,6,2021-02-26 09:09:40,II,10,7488850,Purple builds Journalism using Urban Growth#Purple spends 6 resources #
6974,Grey,K,3,2021-02-26 07:36:26,II,9,7488850,Grey builds Knights#Grey spends 3 resources #
6975,Green,1,3,2021-02-25 23:30:27,II,9,7488850,Green builds 1 stage of Universitas Carolina#Green spends 3 resources Wonder completed #
6976,Green,1,3,2021-02-25 23:30:02,II,9,7488850,Green builds 1 stage of Universitas Carolina#Green spends 3 resources #
6977,Orange,S,3,2021-02-25 22:18:31,II,9,7488850,Orange builds Swordsmen#Orange spends 3 resources #
6978,Green,1,3,2021-02-22 15:37:10,II,8,7488850,Green builds 1 stage of Universitas Carolina#Green spends 3 resources #
6979,Green,R,2,2021-02-22 15:36:19,II,8,7488850,Green builds Religion#Green spends 2 resources Green spends 1 food #
6980,Purple,1,2,2021-02-22 15:20:01,II,8,7488850,Purple builds 1 stage of Great Wall#Purple spends 2 resources Wonder completed #
6981,Purple,1,3,2021-02-22 15:19:57,II,8,7488850,Purple builds 1 stage of Great Wall#Purple spends 3 resources #
6982,Purple,1,2,2021-02-22 15:19:51,II,8,7488850,Purple builds 1 stage of Great Wall#Purple spends 2 resources #
6983,Orange,S,3,2021-02-22 14:46:41,II,8,7488850,Orange builds Swordsmen#Orange spends 3 resources #
6984,Purple,1,2,2021-02-22 13:20:26,I,7,7488850,Purple builds 1 stage of Great Wall#Purple spends 2 resources #
6985,Purple,R,1,2021-02-22 13:19:52,I,7,7488850,Purple builds Religion using Urban Growth#Purple spends 1 resource #
6986,Grey,P,2,2021-02-22 12:31:03,I,6,7488850,Grey builds Printing Press#Grey spends 2 resources #
6987,Green,W,1,2021-02-22 11:51:35,I,6,7488850,Green builds Warrior#Green spends 1 resource Green spends 1 food #
6988,Purple,S,3,2021-02-22 11:37:38,I,6,7488850,Purple builds Swordsmen#Purple spends 3 resources #
6989,Grey,W,2,2021-02-21 17:53:52,I,5,7488850,Grey builds Warrior#Grey spends 2 resources #
6990,Green,K,3,2021-02-21 15:28:32,I,5,7488850,Green builds Knights#Green spends 3 resources #
6991,Green,W,1,2021-02-21 15:28:00,I,5,7488850,Green builds Warrior#Green spends 1 resource Green spends 1 food #
6992,Purple,S,3,2021-02-21 10:01:05,I,5,7488850,Purple builds Swordsmen#Purple spends 3 resources #
6993,Purple,S,3,2021-02-21 09:59:42,I,5,7488850,Purple builds Swordsmen#Purple spends 3 resources #
6994,Orange,W,1,2021-02-21 09:23:50,I,5,7488850,Orange builds Warrior#Orange loses 1 military resource Orange spends 1 resource #
6995,Grey,R,2,2021-02-21 00:20:48,I,4,7488850,Grey builds Religion using Urban Growth#Grey spends 2 resources #
6996,Grey,2,3,2021-02-21 00:20:05,I,4,7488850,Grey builds 2 stages of Pyramids#Grey spends 3 resources Wonder completed #
6997,Green,1,4,2021-02-20 22:55:20,I,4,7488850,Green builds 1 stage of St. Peter's Basilica#Green spends 4 resources Wonder completed #
6998,Green,1,4,2021-02-20 22:55:10,I,4,7488850,Green builds 1 stage of St. Peter's Basilica#Green spends 4 resources #
6999,Purple,1,1,2021-02-20 22:18:44,I,4,7488850,Purple builds 1 stage of Library of Alexandria#Purple spends 1 resource Wonder completed #
7000,Purple,1,4,2021-02-20 22:18:38,I,4,7488850,Purple builds 1 stage of Library of Alexandria#Purple spends 4 resources #
7001,Orange,W,1,2021-02-20 12:16:41,I,4,7488850,Orange builds Warrior#Orange loses 1 military resource Orange spends 1 resource #
7002,Orange,1,2,2021-02-20 12:16:25,I,4,7488850,Orange builds 1 stage of Hanging Gardens#Orange spends 2 resources #
7003,Orange,1,2,2021-02-20 12:15:27,I,4,7488850,Orange builds 1 stage of Hanging Gardens#Orange spends 2 resources #
7004,Grey,1,3,2021-02-19 16:43:48,I,3,7488850,Grey builds 1 stage of Pyramids#Grey spends 3 resources #
7005,Purple,1,1,2021-02-19 09:14:57,I,3,7488850,Purple builds 1 stage of Library of Alexandria#Purple spends 1 resource #
7006,Grey,P,2,2021-02-18 09:35:27,I,3,7488850,Grey builds Philosophy#Grey spends 2 resources #
7007,Green,P,2,2021-02-18 08:26:32,I,3,7488850,Green builds Philosophy#Green spends 2 resources #
7008,Purple,P,2,2021-02-18 08:12:53,I,3,7488850,Purple builds Philosophy#Purple spends 2 resources #
7009,Orange,P,3,2021-02-18 07:41:19,I,3,7488850,Orange builds Philosophy#Orange spends 3 resources #
7010,Grey,B,2,2021-02-18 07:35:07,I,2,7488850,Grey builds Bronze#Grey spends 2 resources #
7011,Green,B,2,2021-02-18 06:29:39,I,2,7488850,Green builds Bronze#Green spends 2 resources #
7012,Purple,B,1,2021-02-17 20:25:02,I,2,7488850,Purple builds Bronze using Rich Land#Purple spends 1 resource #
7013,Orange,B,2,2021-02-17 17:34:42,I,2,7488850,Orange builds Bronze#Orange spends 2 resources #
7014,Grey,M,11,2021-03-11 16:45:58,IV,19,7489429,Grey builds Multimedia#Grey spends 11 resources #
7015,Grey,M,11,2021-03-11 16:45:36,IV,19,7489429,Grey builds Multimedia#Grey spends 11 resources #
7016,Green,J,6,2021-03-11 16:42:29,IV,19,7489429,Green builds Journalism#Green spends 6 resources #
7017,Green,3,12,2021-03-11 16:41:41,IV,19,7489429,Green builds 3 stages of Fast Food Chains#Green spends 12 resources #
7018,Orange,3,16,2021-03-11 16:31:38,IV,19,7489429,Orange builds 3 stages of Hollywood#Orange spends 16 resources Wonder completed Orange scores 26 culture #
7019,Orange,O,2,2021-03-11 16:31:22,IV,19,7489429,Orange builds Opera using Urban Growth#Orange spends 2 resources #
7020,Grey,A,7,2021-03-11 16:24:30,IV,18,7489429,Grey builds Air Forces#Grey spends 7 resources #
7021,Grey,A,7,2021-03-11 16:23:59,IV,18,7489429,Grey builds Air Forces#Grey spends 7 resources #
7022,Green,M,11,2021-03-11 16:14:57,IV,18,7489429,Green builds Movies#Green spends 11 resources #
7023,Grey,K,3,2021-03-11 15:48:52,III,17,7489429,Grey builds Knights#Grey spends 3 resources #
7024,Grey,C,5,2021-03-11 15:48:46,III,17,7489429,Grey builds Cannon#Grey spends 5 resources #
7025,Grey,K,3,2021-03-11 15:48:41,III,17,7489429,Grey builds Knights#Grey spends 3 resources #
7026,Green,J,8,2021-03-11 15:27:49,III,17,7489429,Green builds Journalism#Green spends 8 resources #
7027,Green,M,11,2021-03-11 15:26:30,III,17,7489429,Green builds Movies#Green spends 11 resources #
7028,Orange,K,3,2021-03-11 15:23:15,III,17,7489429,Orange builds Knights#Orange spends 3 resources #
7029,Orange,K,3,2021-03-11 15:23:09,III,17,7489429,Orange builds Knights#Orange spends 3 resources #
7030,Orange,K,3,2021-03-11 15:23:03,III,17,7489429,Orange builds Knights#Orange spends 3 resources #
7031,Grey,C,5,2021-03-11 15:06:58,III,16,7489429,Grey builds Cannon#Grey spends 5 resources #
7032,Grey,C,5,2021-03-11 15:06:32,III,16,7489429,Grey builds Cannon#Grey spends 5 resources #
7033,Green,C,1,2021-03-11 14:58:04,III,16,7489429,Green builds Cannon#Green loses 4 military resource Green spends 1 resource #
7034,Grey,R,3,2021-03-11 11:47:53,III,15,7489429,Grey builds Religion#Grey spends 3 resources #
7035,Green,1,3,2021-03-11 07:06:59,III,15,7489429,Green builds 1 stage of Transcontinental Railroad#Green spends 3 resources Wonder completed #
7036,Green,1,3,2021-03-11 07:06:55,III,15,7489429,Green builds 1 stage of Transcontinental Railroad#Green spends 3 resources #
7037,Green,1,3,2021-03-11 07:06:46,III,15,7489429,Green builds 1 stage of Transcontinental Railroad#Green spends 3 resources #
7038,Orange,J,6,2021-03-11 06:49:59,III,15,7489429,Orange builds Journalism#Orange spends 6 resources #
7039,Grey,A,7,2021-03-10 23:42:48,III,14,7489429,Grey builds Air Forces#Grey spends 7 resources #
7040,Green,C,5,2021-03-10 22:12:55,III,14,7489429,Green builds Cannon#Green spends 5 resources #
7041,Orange,3,13,2021-03-10 21:12:23,III,14,7489429,Orange builds 3 stages of Eiffel Tower#Orange spends 13 resources Wonder completed #
7042,Grey,B,2,2021-03-10 20:16:47,III,13,7489429,Grey builds Bronze#Grey spends 2 resources #
7043,Green,1,3,2021-03-10 18:14:45,III,13,7489429,Green builds 1 stage of Transcontinental Railroad#Green spends 3 resources #
7044,Green,J,8,2021-03-10 18:14:19,III,13,7489429,Green builds Journalism#Green spends 8 resources #
7045,Orange,J,8,2021-03-10 14:19:25,II,12,7489429,Orange builds Journalism#Orange spends 8 resources #
7046,Green,C,5,2021-03-10 13:12:34,II,11,7489429,Green builds Cavalrymen#Green spends 5 resources #
7047,Purple,A,6,2021-03-10 12:55:07,II,11,7489429,Purple builds Alchemy#Purple spends 6 resources #
7048,Orange,K,3,2021-03-10 10:57:34,II,11,7489429,Orange builds Knights#Orange spends 3 resources #
7049,Orange,K,1,2021-03-10 10:57:28,II,11,7489429,Orange builds Knights#Orange loses 2 military resource Orange spends 1 resource #
7050,Grey,R,1,2021-03-10 10:35:33,II,10,7489429,Grey builds Religion using Urban Growth#Grey spends 1 resource #
7051,Green,C,5,2021-03-10 09:21:18,II,10,7489429,Green builds Cavalrymen#Green spends 5 resources #
7052,Orange,K,3,2021-03-09 14:05:58,II,10,7489429,Orange builds Knights#Orange spends 3 resources #
7053,Orange,J,8,2021-03-09 14:05:01,II,10,7489429,Orange builds Journalism#Orange spends 8 resources #
7054,Green,T,3,2021-03-08 22:06:27,II,9,7489429,Green builds Team Sports using Urban Growth#Green spends 3 resources #
7055,Purple,A,2,2021-03-08 20:01:58,II,9,7489429,Purple builds Agriculture#Purple spends 2 resources #
7056,Grey,1,4,2021-03-08 17:34:21,II,8,7489429,Grey builds 1 stage of St. Peter's Basilica#Grey spends 4 resources Wonder completed #
7057,Grey,1,4,2021-03-08 17:34:15,II,8,7489429,Grey builds 1 stage of St. Peter's Basilica#Grey spends 4 resources #
7058,Purple,W,2,2021-03-08 12:32:39,I,8,7489429,Purple builds Warrior#Purple spends 2 resources #
7059,Orange,K,3,2021-03-08 09:21:11,I,8,7489429,Orange builds Knights#Orange spends 3 resources #
7060,Grey,K,3,2021-03-08 09:14:24,I,7,7489429,Grey builds Knights#Grey spends 3 resources #
7061,Green,S,3,2021-03-08 08:44:56,I,7,7489429,Green builds Swordsmen#Green spends 3 resources #
7062,Purple,1,2,2021-03-08 08:11:13,I,7,7489429,Purple builds 1 stage of Great Wall#Purple spends 2 resources Wonder completed #
7063,Purple,1,3,2021-03-08 08:11:00,I,7,7489429,Purple builds 1 stage of Great Wall#Purple spends 3 resources #
7064,Purple,1,2,2021-03-08 08:10:50,I,7,7489429,Purple builds 1 stage of Great Wall#Purple spends 2 resources #
7065,Green,1,3,2021-03-08 07:42:39,I,6,7489429,Green builds 1 stage of Universitas Carolina#Green spends 3 resources Wonder completed #
7066,Green,1,3,2021-03-08 07:42:31,I,6,7489429,Green builds 1 stage of Universitas Carolina#Green spends 3 resources #
7067,Purple,W,2,2021-03-07 18:26:29,I,6,7489429,Purple builds Warrior#Purple spends 2 resources #
7068,Purple,W,2,2021-03-07 18:26:11,I,6,7489429,Purple builds Warrior#Purple spends 2 resources #
7069,Orange,R,3,2021-03-07 16:04:24,I,6,7489429,Orange builds Religion#Orange spends 3 resources #
7070,Orange,K,3,2021-03-07 16:03:38,I,6,7489429,Orange builds Knights#Orange spends 3 resources #
7071,Grey,W,2,2021-03-07 13:06:30,I,5,7489429,Grey builds Warrior#Grey spends 2 resources #
7072,Grey,W,2,2021-03-07 13:06:08,I,5,7489429,Grey builds Warrior#Grey spends 2 resources #
7073,Green,1,3,2021-03-07 12:37:44,I,5,7489429,Green builds 1 stage of Universitas Carolina#Green spends 3 resources #
7074,Orange,K,2,2021-03-06 17:27:07,I,5,7489429,Orange builds Knights#Orange loses 1 military resource Orange spends 2 resources #
7075,Grey,A,5,2021-03-06 10:52:06,I,4,7489429,Grey builds Alchemy using Urban Growth#Grey spends 5 resources #
7076,Green,I,4,2021-03-06 09:51:02,I,4,7489429,Green builds Iron using Rich Land#Green spends 4 resources #
7077,Orange,1,1,2021-03-05 07:37:09,I,4,7489429,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource Wonder completed #
7078,Orange,1,4,2021-03-05 07:36:56,I,4,7489429,Orange builds 1 stage of Library of Alexandria#Orange spends 4 resources #
7079,Orange,1,1,2021-03-05 07:36:44,I,4,7489429,Orange builds 1 stage of Library of Alexandria#Orange spends 1 resource #
7080,Grey,1,1,2021-03-05 03:07:15,I,3,7489429,Grey builds 1 stage of Pyramids#Grey spends 1 resource Wonder completed #
7081,Grey,1,2,2021-03-05 03:07:04,I,3,7489429,Grey builds 1 stage of Pyramids#Grey spends 2 resources #
7082,Grey,1,3,2021-03-05 03:06:56,I,3,7489429,Grey builds 1 stage of Pyramids#Grey spends 3 resources #
7083,Purple,P,3,2021-03-04 16:55:48,I,3,7489429,Purple builds Philosophy#Purple spends 3 resources #
7084,Orange,P,3,2021-03-04 16:37:48,I,3,7489429,Orange builds Philosophy#Orange spends 3 resources #
7085,Grey,B,1,2021-03-04 15:08:57,I,2,7489429,Grey builds Bronze using Rich Land#Grey spends 1 resource #
7086,Green,P,2,2021-03-04 15:02:42,I,2,7489429,Green builds Philosophy using Urban Growth#Green spends 2 resources #
7087,Purple,B,2,2021-03-04 14:56:51,I,2,7489429,Purple builds Bronze#Purple spends 2 resources #
7088,Orange,B,2,2021-03-04 14:34:35,I,2,7489429,Orange builds Bronze#Orange spends 2 resources #
7089,Grey,W,2,2021-03-17 14:31:38,IV,17,7489723,Grey builds Warrior#Grey spends 2 resources #
7090,Grey,3,12,2021-03-17 14:31:18,IV,17,7489723,Grey builds 3 stages of Fast Food Chains#Grey spends 12 resources #
7091,Grey,M,8,2021-03-17 14:30:25,IV,17,7489723,Grey builds Mechanized Agriculture#Grey spends 8 resources #
7092,Green,A,7,2021-03-17 14:12:11,IV,17,7489723,Green builds Air Forces#Green spends 7 resources #
7093,Purple,T,5,2021-03-17 06:44:26,IV,17,7489723,Purple builds Theology#Purple spends 5 resources #
7094,Purple,J,8,2021-03-17 06:43:54,IV,17,7489723,Purple builds Journalism#Purple spends 8 resources #
7095,Orange,C,5,2021-03-17 05:04:02,IV,17,7489723,Orange builds Cannon#Orange spends 5 resources #
7096,Orange,K,3,2021-03-17 05:03:19,IV,17,7489723,Orange builds Knights#Orange spends 3 resources #
7097,Grey,A,7,2021-03-16 23:05:33,III,16,7489723,Grey builds Air Forces#Grey spends 7 resources #
7098,Grey,M,11,2021-03-16 23:04:54,III,16,7489723,Grey builds Movies#Grey spends 11 resources #
7099,Orange,D,3,2021-03-16 16:57:41,III,16,7489723,Orange builds Drama#Orange spends 3 resources #
7100,Grey,T,7,2021-03-16 09:39:16,III,15,7489723,Grey builds Tanks#Grey spends 7 resources #
7101,Green,A,2,2021-03-16 07:06:48,III,15,7489723,Green builds Alchemy using Urban Growth#Green spends 2 resources #
7102,Purple,C,5,2021-03-16 06:54:42,III,15,7489723,Purple builds Cannon#Purple spends 5 resources #
7103,Purple,C,2,2021-03-16 06:54:37,III,15,7489723,Purple builds Cannon#Purple loses 3 military resource Purple spends 2 resources #
7104,Orange,D,3,2021-03-16 06:40:57,III,15,7489723,Orange builds Drama#Orange spends 3 resources #
7105,Grey,T,7,2021-03-15 22:58:18,III,14,7489723,Grey builds Tanks#Grey spends 7 resources #
7106,Purple,J,8,2021-03-15 22:18:32,III,14,7489723,Purple builds Journalism#Purple spends 8 resources #
7107,Orange,C,5,2021-03-15 20:13:44,III,14,7489723,Orange builds Cannon#Orange spends 5 resources #
7108,Green,C,5,2021-03-15 15:44:19,III,13,7489723,Green builds Cavalrymen#Green spends 5 resources #
7109,Purple,C,5,2021-03-15 14:52:29,III,13,7489723,Purple builds Cannon#Purple spends 5 resources #
7110,Purple,C,5,2021-03-15 14:52:24,III,13,7489723,Purple builds Cannon#Purple spends 5 resources #
7111,Green,1,3,2021-03-15 12:59:54,III,12,7489723,Green builds 1 stage of Eiffel Tower#Green spends 3 resources Wonder completed #
7112,Grey,1,3,2021-03-15 12:40:28,II,11,7489723,Grey builds 1 stage of Transcontinental Railroad#Grey spends 3 resources Wonder completed #
7113,Grey,1,3,2021-03-15 12:40:21,II,11,7489723,Grey builds 1 stage of Transcontinental Railroad#Grey spends 3 resources #
7114,Grey,1,3,2021-03-15 12:40:07,II,11,7489723,Grey builds 1 stage of Transcontinental Railroad#Grey spends 3 resources #
7115,Green,1,7,2021-03-15 12:25:42,II,11,7489723,Green builds 1 stage of Eiffel Tower#Green spends 7 resources #
7116,Purple,R,5,2021-03-15 12:16:45,II,11,7489723,Purple builds Riflemen#Purple spends 5 resources #
7117,Grey,1,3,2021-03-15 11:08:27,II,10,7489723,Grey builds 1 stage of Transcontinental Railroad#Grey spends 3 resources #
7118,Green,C,5,2021-03-15 10:57:20,II,10,7489723,Green builds Cavalrymen#Green spends 5 resources #
7119,Purple,1,2,2021-03-15 10:08:50,II,10,7489723,Purple builds 1 stage of Taj Mahal#Purple spends 2 resources Wonder completed #
7120,Orange,P,3,2021-03-15 09:46:43,II,10,7489723,Orange builds Printing Press#Orange spends 3 resources #
7121,Green,C,5,2021-03-15 08:01:44,II,9,7489723,Green builds Cavalrymen#Green spends 5 resources #
7122,Purple,1,4,2021-03-15 07:55:25,II,9,7489723,Purple builds 1 stage of Taj Mahal#Purple spends 4 resources #
7123,Purple,1,2,2021-03-15 07:55:16,II,9,7489723,Purple builds 1 stage of Taj Mahal#Purple spends 2 resources #
7124,Purple,P,3,2021-03-15 07:54:36,II,9,7489723,Purple builds Philosophy#Purple spends 3 resources #
7125,Orange,D,4,2021-03-14 18:26:58,II,8,7489723,Orange builds Drama#Orange spends 4 resources #
7126,Grey,1,2,2021-03-14 16:51:10,II,7,7489723,Grey builds 1 stage of Great Wall#Grey spends 2 resources Wonder completed #
7127,Grey,1,3,2021-03-14 16:51:04,II,7,7489723,Grey builds 1 stage of Great Wall#Grey spends 3 resources #
7128,Green,W,2,2021-03-14 16:48:41,II,7,7489723,Green builds Warrior#Green spends 2 resources #
7129,Purple,T,3,2021-03-14 14:50:59,II,7,7489723,Purple builds Theology using Urban Growth#Purple spends 3 resources #
7130,Orange,K,3,2021-03-14 14:12:56,II,7,7489723,Orange builds Knights#Orange spends 3 resources #
7131,Grey,1,2,2021-03-14 13:44:05,I,6,7489723,Grey builds 1 stage of Great Wall#Grey spends 2 resources #
7132,Green,W,2,2021-03-14 10:36:34,I,6,7489723,Green builds Warrior#Green spends 2 resources #
7133,Orange,W,2,2021-03-14 08:24:37,I,6,7489723,Orange builds Warrior#Orange spends 2 resources #
7134,Green,W,2,2021-03-13 14:48:25,I,5,7489723,Green builds Warrior#Green spends 2 resources #
7135,Green,1,2,2021-03-13 14:48:03,I,5,7489723,Green builds 1 stage of Hanging Gardens#Green spends 2 resources Wonder completed #
7136,Green,1,2,2021-03-13 14:47:59,I,5,7489723,Green builds 1 stage of Hanging Gardens#Green spends 2 resources #
7137,Purple,W,2,2021-03-13 14:21:56,I,5,7489723,Purple builds Warrior#Purple spends 2 resources #
7138,Purple,W,2,2021-03-13 13:58:40,I,5,7489723,Purple builds Warrior#Purple spends 2 resources #
7139,Purple,W,2,2021-03-13 13:58:33,I,5,7489723,Purple builds Warrior#Purple spends 2 resources #
7140,Orange,K,3,2021-03-13 13:50:32,I,5,7489723,Orange builds Knights#Orange spends 3 resources #
7141,Grey,A,5,2021-03-13 01:38:07,I,4,7489723,Grey builds Alchemy using Urban Growth#Grey spends 5 resources #
7142,Grey,W,2,2021-03-13 01:37:13,I,4,7489723,Grey builds Warrior#Grey spends 2 resources #
7143,Green,W,2,2021-03-12 23:08:41,I,4,7489723,Green builds Warrior#Green spends 2 resources #
7144,Orange,R,1,2021-03-12 17:09:44,I,4,7489723,Orange builds Religion using Urban Growth#Orange spends 1 resource #
7145,Grey,1,2,2021-03-12 16:26:40,I,3,7489723,Grey builds 1 stage of Great Wall#Grey spends 2 resources #
7146,Green,1,2,2021-03-12 15:29:17,I,3,7489723,Green builds 1 stage of Hanging Gardens#Green spends 2 resources #
7147,Green,B,1,2021-03-12 15:28:33,I,3,7489723,Green builds Bronze using Rich Land#Green spends 1 resource #
7148,Purple,1,1,2021-03-12 15:20:58,I,3,7489723,Purple builds 1 stage of Pyramids#Purple spends 1 resource Wonder completed #
7149,Purple,1,3,2021-03-12 15:19:16,I,3,7489723,Purple builds 1 stage of Pyramids#Purple spends 3 resources #
7150,Orange,P,3,2021-03-12 13:05:41,I,3,7489723,Orange builds Philosophy#Orange spends 3 resources #
7151,Grey,B,1,2021-03-12 11:01:12,I,2,7489723,Grey builds Bronze using Rich Land#Grey spends 1 resource #
7152,Green,P,2,2021-03-12 10:56:33,I,2,7489723,Green builds Philosophy using Urban Growth#Green spends 2 resources #
7153,Purple,B,2,2021-03-12 10:54:55,I,2,7489723,Purple builds Bronze#Purple spends 2 resources #
7154,Orange,B,2,2021-03-12 10:53:57,I,2,7489723,Orange builds Bronze#Orange spends 2 resources #
7155,Grey,P,5,2021-03-28 11:09:04,IV,18,7489957,Grey builds Professional Sports#Grey spends 5 resources #
7156,Purple,A,2,2021-03-28 10:55:07,IV,18,7489957,Purple builds Agriculture#Purple spends 2 resources #
7157,Orange,R,7,2021-03-28 10:51:34,IV,18,7489957,Orange builds Rockets#Orange spends 7 resources #
7158,Orange,O,1,2021-03-28 10:51:10,IV,18,7489957,Orange builds Organized Religion using Urban Growth#Orange spends 1 resource #
7159,Grey,C,8,2021-03-28 10:36:08,IV,17,7489957,Grey builds Computers#Grey spends 8 resources #
7160,Grey,C,8,2021-03-28 10:36:00,IV,17,7489957,Grey builds Computers#Grey spends 8 resources #
7161,Green,R,5,2021-03-28 10:24:09,IV,17,7489957,Green builds Riflemen#Green spends 5 resources #
7162,Green,C,4,2021-03-28 10:23:34,IV,17,7489957,Green builds Cannon#Green loses 1 military resource Green spends 4 resources #
