,player,culture_gen,culture,time,age,round,game_id,text
7525,Green,2,41,2021-05-18 23:00:34,III,13,7491505,End turn#Green scores: 2 culture (now 41) 6 science (now 10) 3 food - consumption: 3 (now 6) 9 resources (now 13) Green draws 3 military cards #
7526,Purple,10,57,2021-05-18 19:51:21,III,13,7491505,End turn#Purple scores: 10 culture (now 57) 4 science (now 9) 1 food - consumption: 3 (now 3) 6 resources (now 9) Purple draws 3 military cards #
7527,Orange,8,69,2021-05-18 09:22:22,III,13,7491505,End turn#Orange scores: 8 culture (now 69) 4 science (now 9) 0 food - consumption: 2 (now 1) 5 resources (now 6) Orange draws 3 military cards #
7528,Grey,3,24,2021-05-18 08:15:45,III,12,7491505,End turn#Grey scores: 3 culture (now 24) 2 science (now 14) 1 food - consumption: 3 (now 4) 7 resources (now 8) Grey draws 1 military card #
7529,Green,1,28,2021-05-18 08:08:05,II,12,7491505,End turn#Green scores: 1 culture (now 28) 4 science (now 4) 4 food - consumption: 2 (now 7) 9 resources (now 10) Green draws 3 military cards #
7530,Purple,6,45,2021-05-18 07:43:22,II,12,7491505,End turn#Purple scores: 6 culture (now 45) 4 science (now 5) 2 food - consumption: 2 (now 3) 6 resources (now 11) Purple draws 3 military cards #
7531,Orange,6,59,2021-05-17 09:32:58,II,12,7491505,End turn#Orange scores: 6 culture (now 59) 4 science (now 5) 1 food - consumption: 1 (now 1) 5 resources (now 9) Orange draws 3 military cards #
7532,Grey,2,21,2021-05-17 09:23:01,II,11,7491505,End turn#Grey scores: 2 culture (now 21) 2 science (now 12) 2 food - consumption: 2 (now 3) 5 resources (now 5) Grey draws 1 military card #
7533,Green,1,27,2021-05-16 14:02:05,II,11,7491505,End turn#Green scores: 1 culture (now 27) 4 science (now 6) 4 food - consumption: 2 (now 4) 7 resources (now 7) #
7534,Purple,3,39,2021-05-14 17:13:43,II,11,7491505,End turn#Purple scores: 3 culture (now 39) 4 science (now 6) 2 food - consumption: 2 (now 2) 6 resources (now 13) Purple draws 3 military cards #
7535,Orange,8,53,2021-05-13 09:01:36,II,11,7491505,End turn#Orange scores: 8 culture (now 53) 4 science (now 5) 0 food - consumption: 2 (now 0) 5 resources (now 7) Orange draws 1 military card #
7536,Grey,2,19,2021-05-13 08:43:06,II,10,7491505,End turn#Grey scores: 2 culture (now 19) 2 science (now 14) 2 food - consumption: 2 (now 4) 3 resources (now 4) Grey draws 1 military card #
7537,Green,1,19,2021-05-12 23:53:23,II,10,7491505,End turn#Green scores: 1 culture (now 19) 5 science (now 8) 0 food - consumption: 2 (now 0) 7 resources (now 7) Green draws 3 military cards #
7538,Purple,3,30,2021-05-12 19:35:15,II,10,7491505,End turn#Purple scores: 3 culture (now 30) 4 science (now 10) 2 food - consumption: 2 (now 2) 6 resources (now 12) Purple draws 3 military cards #
7539,Orange,8,41,2021-05-12 00:03:33,II,10,7491505,End turn#Orange scores: 8 culture (now 41) 4 science (now 7) 1 food - consumption: 1 (now 3) 5 resources (now 7) Orange draws 1 military card #
7540,Grey,2,15,2021-05-11 23:54:09,II,9,7491505,End turn#Grey scores: 2 culture (now 15) 2 science (now 12) 2 food - consumption: 2 (now 5) 3 resources (now 3) Grey draws 2 military cards #
7541,Green,1,11,2021-05-11 23:52:09,II,9,7491505,End turn#Green scores: 1 culture (now 11) 5 science (now 15) 0 food - consumption: 2 (now 0) 3 resources (now 7) Green draws 3 military cards #
7542,Purple,3,26,2021-05-11 12:43:27,II,9,7491505,End turn#Purple scores: 3 culture (now 26) 4 science (now 12) 2 food - consumption: 2 (now 4) 5 resources (now 6) Purple draws 3 military cards #
7543,Orange,5,33,2021-05-11 10:40:12,II,9,7491505,End turn#Orange scores: 5 culture (now 33) 4 science (now 9) 0 food - consumption: 2 (now 2) 4 resources (now 4) #
7544,Grey,1,11,2021-05-11 10:06:51,II,8,7491505,End turn#Grey scores: 1 culture (now 11) 2 science (now 10) 2 food - consumption: 2 (now 3) 3 resources (now 4) Grey draws 2 military cards #
7545,Green,1,8,2021-05-11 10:05:03,II,8,7491505,End turn#Green scores: 1 culture (now 8) 5 science (now 18) 0 food - consumption: 2 (now 0) 3 resources (now 3) Green draws 1 military card #
7546,Purple,3,18,2021-05-11 08:20:19,II,8,7491505,End turn#Purple scores: 3 culture (now 18) 4 science (now 11) 0 food - consumption: 2 (now 2) 5 resources (now 5) Purple draws 3 military cards #
7547,Orange,5,23,2021-05-10 08:42:50,II,8,7491505,End turn#Orange scores: 5 culture (now 23) 4 science (now 6) 0 food - consumption: 2 (now 2) 3 resources (now 3) Orange draws 2 military cards #
7548,Grey,1,9,2021-05-10 08:29:02,II,7,7491505,End turn#Grey scores: CORRUPTION! Grey loses 2 resources 1 culture (now 9) 2 science (now 6) 2 food - consumption: 2 (now 5) 3 resources (now 5) Grey draws 1 military card #
7549,Green,1,5,2021-05-05 11:50:00,II,7,7491505,End turn#Green scores: 1 culture (now 5) 4 science (now 9) 0 food - consumption: 2 (now 0) 3 resources (now 4) #
7550,Purple,3,13,2021-05-05 11:31:30,II,7,7491505,End turn#Purple scores: 3 culture (now 13) 4 science (now 8) 0 food - consumption: 2 (now 0) 3 resources (now 6) Purple draws 3 military cards #
7551,Orange,4,18,2021-05-05 10:19:47,I,7,7491505,End turn#Orange scores: 4 culture (now 18) 3 science (now 5) 1 food - consumption: 1 (now 3) 3 resources (now 5) #
7552,Grey,1,7,2021-05-04 16:27:36,I,6,7491505,End turn#Grey scores: 1 culture (now 7) 2 science (now 4) 1 food - consumption: 2 (now 1) 3 resources (now 7) #
7553,Green,1,3,2021-05-04 16:25:32,I,6,7491505,End turn#Green scores: 1 culture (now 3) 4 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 3) #
7554,Purple,2,9,2021-05-04 16:15:25,I,6,7491505,End turn#Purple scores: 2 culture (now 9) 4 science (now 4) 1 food - consumption: 1 (now 2) 3 resources (now 3) Purple draws 3 military cards #
7555,Orange,4,14,2021-05-04 15:54:13,I,6,7491505,End turn#Orange scores: 4 culture (now 14) 2 science (now 2) 1 food - consumption: 1 (now 3) 3 resources (now 3) #
7556,Grey,1,5,2021-05-04 15:30:05,I,5,7491505,End turn#Grey scores: 1 culture (now 5) 2 science (now 2) 2 food - consumption: 1 (now 3) 3 resources (now 4) #
7557,Green,1,2,2021-05-04 11:40:09,I,5,7491505,End turn#Green scores: 1 culture (now 2) 2 science (now 7) 1 food - consumption: 1 (now 1) 3 resources (now 3) Green draws 1 military card #
7558,Purple,2,7,2021-05-04 11:23:00,I,5,7491505,End turn#Purple scores: 2 culture (now 7) 4 science (now 9) 1 food - consumption: 1 (now 1) 3 resources (now 3) #
7559,Orange,2,10,2021-05-04 10:08:24,I,5,7491505,End turn#Orange scores: 2 culture (now 10) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 5) #
7560,Grey,1,4,2021-05-04 09:34:10,I,4,7491505,End turn#Grey scores: 1 culture (now 4) 2 science (now 4) 2 food - consumption: 1 (now 4) 3 resources (now 5) #
7561,Green,1,1,2021-05-03 17:21:44,I,4,7491505,End turn#Green scores: 1 culture (now 1) 2 science (now 8) 1 food - consumption: 1 (now 1) 3 resources (now 3) Green draws 1 military card #
7562,Purple,2,4,2021-05-03 12:49:20,I,4,7491505,End turn#Purple scores: 2 culture (now 4) 4 science (now 8) 1 food - consumption: 1 (now 2) 3 resources (now 4) Purple draws 2 military cards #
7563,Orange,2,7,2021-05-03 10:24:07,I,4,7491505,End turn#Orange scores: 2 culture (now 7) 2 science (now 2) 1 food - consumption: 1 (now 3) 3 resources (now 5) Orange draws 2 military cards #
7564,Grey,1,2,2021-05-03 10:05:59,I,3,7491505,End turn#Grey scores: 1 culture (now 2) 2 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 4) Grey draws 2 military cards #
7565,Green,0,0,2021-05-02 16:14:39,I,3,7491505,End turn#Green scores: 0 culture (now 0) 2 science (now 6) 1 food - consumption: 1 (now 1) 3 resources (now 4) Green draws 2 military cards #
7566,Purple,0,1,2021-05-02 10:16:01,I,3,7491505,End turn#Purple scores: 0 culture (now 1) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 3) Purple draws 2 military cards #
7567,Orange,0,4,2021-04-30 20:03:57,I,3,7491505,End turn#Orange scores: 0 culture (now 4) 1 science (now 4) 2 food - consumption: 0 (now 4) 3 resources (now 6) Orange draws 2 military cards #
7568,Grey,0,0,2021-04-30 19:46:17,I,2,7491505,End turn#Grey scores: 0 culture (now 0) 2 science (now 3) 2 food - consumption: 0 (now 2) 2 resources (now 2) Grey draws 2 military cards #
7569,Green,0,0,2021-04-30 09:41:43,I,2,7491505,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 2 military cards #
7570,Purple,0,0,2021-04-30 09:33:21,I,2,7491505,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 3) 3 resources (now 3) Purple draws 2 military cards #
7571,Orange,0,0,2021-04-30 08:44:13,I,2,7491505,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 4) 3 resources (now 3) Orange draws 2 military cards #
7572,Grey,0,0,2021-04-30 08:15:50,A,1,7491505,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7573,Green,0,0,2021-04-29 23:20:49,A,1,7491505,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7574,Purple,0,0,2021-04-29 12:29:31,A,1,7491505,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7575,Orange,0,0,2021-04-29 09:07:41,A,1,7491505,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7576,Grey,12,66,2021-06-04 09:42:35,IV,19,7492262,End turn#Winston Churchill scores 3 culture. Grey scores: 12 culture (now 66) 10 science (now 16) 0 food - consumption: 2 (now 1) 4 resources (now 4) #
7577,Grey,12,66,2021-06-04 09:42:35,IV,18,7492262,End turn#Winston Churchill scores 3 culture. Grey scores: 12 culture (now 66) 10 science (now 16) 0 food - consumption: 2 (now 1) 4 resources (now 4) #
7578,Green,15,85,2021-06-04 09:34:17,IV,18,7492262,End turn#Green scores: 15 culture (now 85) 3 science (now 6) 0 food - consumption: 3 (now 4) 6 resources (now 10) #
7579,Purple,11,70,2021-06-04 09:25:45,IV,18,7492262,End turn#Purple scores: 11 culture (now 70) 8 science (now 8) 0 food - consumption: 3 (now 3) 3 resources (now 4) #
7580,Orange,5,117,2021-06-04 09:14:43,IV,18,7492262,End turn#Orange scores: 5 culture (now 117) 6 science (now 7) 0 food - consumption: 2 (now 0) 10 resources (now 13) #
7581,Grey,7,54,2021-06-04 08:56:53,III,17,7492262,End turn#Winston Churchill scores 3 culture. Grey scores: 7 culture (now 54) 7 science (now 13) 1 food - consumption: 1 (now 1) 4 resources (now 9) Grey draws 3 military cards #
7582,Green,12,67,2021-06-03 16:02:13,III,17,7492262,End turn#Green scores: 12 culture (now 67) 3 science (now 3) 3 food - consumption: 3 (now 5) 6 resources (now 9) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Green draws 3 military cards #
7583,Purple,5,59,2021-06-03 15:57:54,III,17,7492262,End turn#Purple scores: 5 culture (now 59) 7 science (now 9) 1 food - consumption: 2 (now 3) 3 resources (now 4) #
7584,Orange,5,112,2021-06-03 15:26:09,III,17,7492262,End turn#Orange scores: 5 culture (now 112) 1 science (now 1) 0 food - consumption: 2 (now 4) 4 resources (now 13) Orange draws 1 military card #
7585,Grey,7,44,2021-06-03 15:19:27,III,16,7492262,End turn#Winston Churchill scores 3 culture. Grey scores: 7 culture (now 44) 7 science (now 10) 1 food - consumption: 1 (now 3) 4 resources (now 6) Grey draws 3 military cards #
7586,Green,12,62,2021-06-03 15:14:15,III,16,7492262,End turn#Green scores: 12 culture (now 62) 3 science (now 8) 3 food - consumption: 3 (now 6) 6 resources (now 6) Green draws 3 military cards #
7587,Purple,5,47,2021-06-03 15:11:46,III,16,7492262,End turn#Purple scores: 5 culture (now 47) 7 science (now 14) 1 food - consumption: 2 (now 6) 3 resources (now 4) Purple draws 2 military cards #
7588,Orange,5,101,2021-06-03 15:00:23,III,16,7492262,End turn#Orange scores: 5 culture (now 101) 1 science (now 15) 0 food - consumption: 2 (now 0) 4 resources (now 6) #
7589,Grey,1,37,2021-06-03 14:27:56,III,15,7492262,End turn#Grey scores: 1 culture (now 37) 4 science (now 6) 1 food - consumption: 1 (now 5) 4 resources (now 5) Grey draws 3 military cards #
7590,Green,5,50,2021-06-03 14:13:37,III,15,7492262,End turn#Green scores: 5 culture (now 50) 6 science (now 12) 3 food - consumption: 3 (now 3) 6 resources (now 11) Green draws 3 military cards #
7591,Purple,5,36,2021-06-03 13:30:47,III,15,7492262,End turn#Purple scores: 5 culture (now 36) 4 science (now 15) 1 food - consumption: 2 (now 5) 3 resources (now 3) Purple draws 3 military cards #
7592,Orange,4,87,2021-06-03 13:20:19,III,15,7492262,End turn#Orange scores: 4 culture (now 87) 2 science (now 14) 0 food - consumption: 2 (now 0) 4 resources (now 5) Orange draws 2 military cards #
7593,Grey,1,29,2021-06-03 12:37:05,III,14,7492262,End turn#Grey scores: 1 culture (now 29) 4 science (now 11) 2 food - consumption: 0 (now 6) 4 resources (now 5) Grey draws 3 military cards #
7594,Green,5,36,2021-06-03 11:21:15,III,14,7492262,End turn#Green scores: 5 culture (now 36) 6 science (now 6) 4 food - consumption: 2 (now 4) 6 resources (now 11) Green draws 3 military cards #
7595,Purple,5,32,2021-06-03 10:09:31,III,14,7492262,End turn#Purple scores: 5 culture (now 32) 4 science (now 5) 1 food - consumption: 2 (now 4) 3 resources (now 3) Purple draws 2 military cards #
7596,Orange,6,83,2021-06-02 23:17:24,III,14,7492262,End turn#Orange scores: 6 culture (now 83) 2 science (now 8) 0 food - consumption: 2 (now 0) 4 resources (now 9) Orange draws 3 military cards #
7597,Grey,1,28,2021-06-02 23:05:40,III,13,7492262,End turn#Grey scores: 1 culture (now 28) 5 science (now 7) 1 food - consumption: 1 (now 4) 3 resources (now 3) Grey draws 3 military cards #
7598,Green,5,32,2021-06-02 22:32:05,III,13,7492262,End turn#Green scores: 5 culture (now 32) 4 science (now 8) 0 food - consumption: 2 (now 0) 6 resources (now 15) Green draws 3 military cards #
7599,Purple,5,27,2021-06-02 13:44:05,III,13,7492262,End turn#Purple scores: 5 culture (now 27) 4 science (now 9) 1 food - consumption: 2 (now 3) 3 resources (now 5) Purple draws 3 military cards #
7600,Orange,6,73,2021-06-02 12:43:21,III,13,7492262,End turn#Orange scores: FAMINE! Orange loses 4 culture. 6 culture (now 73) 2 science (now 6) 0 food - consumption: 1 (now 0) 4 resources (now 7) Orange draws 2 military cards #
7601,Grey,1,27,2021-06-02 11:20:01,III,12,7492262,End turn#Grey scores: 1 culture (now 27) 5 science (now 14) 0 food - consumption: 2 (now 3) 3 resources (now 3) Grey draws 1 military card #
7602,Green,5,25,2021-06-01 12:12:09,II,12,7492262,End turn#Green scores: 5 culture (now 25) 4 science (now 4) 0 food - consumption: 2 (now 0) 6 resources (now 14) Green draws 3 military cards #
7603,Purple,1,22,2021-06-01 11:19:06,II,12,7492262,End turn#Purple scores: 1 culture (now 22) 4 science (now 5) 2 food - consumption: 1 (now 4) 3 resources (now 3) #
7604,Orange,7,75,2021-05-31 10:00:17,II,12,7492262,End turn#Orange scores: 7 culture (now 75) 2 science (now 4) 0 food - consumption: 1 (now 0) 3 resources (now 6) Orange draws 1 military card #
7605,Grey,1,24,2021-05-31 08:50:15,II,11,7492262,End turn#Grey scores: 1 culture (now 24) 5 science (now 9) 1 food - consumption: 1 (now 2) 3 resources (now 3) Grey draws 1 military card #
7606,Green,3,18,2021-05-31 07:43:05,II,11,7492262,End turn#Green scores: 3 culture (now 18) 4 science (now 8) 0 food - consumption: 2 (now 0) 6 resources (now 6) Green draws 1 military card #
7607,Purple,1,19,2021-05-31 07:34:07,II,11,7492262,End turn#Purple scores: 1 culture (now 19) 4 science (now 9) 2 food - consumption: 1 (now 2) 3 resources (now 5) Purple draws 3 military cards #
7608,Orange,7,66,2021-05-29 02:32:40,II,11,7492262,End turn#Orange scores: 7 culture (now 66) 2 science (now 6) 0 food - consumption: 1 (now 0) 3 resources (now 11) Orange draws 3 military cards #
7609,Grey,1,21,2021-05-28 23:39:57,II,10,7492262,End turn#Grey scores: 1 culture (now 21) 5 science (now 6) 1 food - consumption: 1 (now 1) 3 resources (now 3) Grey draws 2 military cards #
7610,Green,3,15,2021-05-26 20:52:47,II,10,7492262,End turn#Green scores: 3 culture (now 15) 4 science (now 4) 0 food - consumption: 2 (now 0) 6 resources (now 9) Green draws 1 military card #
7611,Purple,1,16,2021-05-26 10:31:32,II,10,7492262,End turn#Purple scores: 1 culture (now 16) 4 science (now 10) 0 food - consumption: 2 (now 0) 3 resources (now 6) Purple draws 3 military cards #
7612,Orange,7,59,2021-05-25 23:52:57,II,10,7492262,End turn#Orange scores: 7 culture (now 59) 2 science (now 4) 0 food - consumption: 1 (now 0) 4 resources (now 11) Orange draws 1 military card #
7613,Grey,1,18,2021-05-25 23:44:49,II,9,7492262,End turn#Genghis Khan scores 0 culture. Grey scores: 1 culture (now 18) 4 science (now 7) 0 food - consumption: 2 (now 0) 3 resources (now 5) Grey draws 1 military card #
7614,Green,2,12,2021-05-25 23:35:02,II,9,7492262,End turn#Green scores: 2 culture (now 12) 4 science (now 6) 0 food - consumption: 2 (now 0) 6 resources (now 11) Green draws 2 military cards #
7615,Purple,1,13,2021-05-25 23:24:26,II,9,7492262,End turn#Purple scores: 1 culture (now 13) 3 science (now 6) 0 food - consumption: 2 (now 0) 3 resources (now 6) Purple draws 3 military cards #
7616,Orange,7,52,2021-05-25 22:49:37,II,9,7492262,End turn#Orange scores: 7 culture (now 52) 2 science (now 7) 0 food - consumption: 1 (now 0) 5 resources (now 10) Orange draws 3 military cards #
7617,Grey,1,17,2021-05-25 22:14:49,II,8,7492262,End turn#Genghis Khan scores 0 culture. Grey scores: 1 culture (now 17) 4 science (now 10) 0 food - consumption: 2 (now 0) 3 resources (now 6) #
7618,Green,2,10,2021-05-25 16:49:57,II,8,7492262,End turn#Green scores: 2 culture (now 10) 2 science (now 6) 0 food - consumption: 2 (now 0) 6 resources (now 13) Green draws 1 military card #
7619,Purple,1,8,2021-05-25 16:42:12,II,8,7492262,End turn#Purple scores: 1 culture (now 8) 1 science (now 3) 0 food - consumption: 2 (now 1) 3 resources (now 4) Purple draws 1 military card #
7620,Orange,7,45,2021-05-25 16:29:32,II,8,7492262,End turn#Orange scores: 7 culture (now 45) 2 science (now 5) 0 food - consumption: 1 (now 0) 5 resources (now 5) Orange draws 3 military cards #
7621,Grey,4,15,2021-05-25 15:21:18,I,7,7492262,End turn#Genghis Khan scores 3 culture. Grey scores: 4 culture (now 15) 4 science (now 6) 1 food - consumption: 1 (now 3) 3 resources (now 4) Grey draws 1 military card #
7622,Green,2,9,2021-05-25 15:13:18,I,7,7492262,End turn#Green scores: 2 culture (now 9) 2 science (now 4) 0 food - consumption: 2 (now 0) 6 resources (now 10) #
7623,Purple,1,6,2021-05-25 14:58:38,I,7,7492262,End turn#Purple scores: 1 culture (now 6) 1 science (now 2) 1 food - consumption: 1 (now 4) 3 resources (now 4) #
7624,Orange,7,30,2021-05-25 14:52:14,I,7,7492262,End turn#Orange scores: 7 culture (now 30) 2 science (now 6) 0 food - consumption: 1 (now 0) 3 resources (now 5) Orange draws 1 military card #
7625,Grey,4,9,2021-05-25 14:31:45,I,6,7492262,End turn#Genghis Khan scores 3 culture. Grey scores: 4 culture (now 9) 3 science (now 6) 1 food - consumption: 1 (now 2) 3 resources (now 5) Grey draws 1 military card #
7626,Green,2,7,2021-05-25 14:29:59,I,6,7492262,End turn#Green scores: 2 culture (now 7) 2 science (now 6) 1 food - consumption: 1 (now 3) 6 resources (now 7) #
7627,Purple,1,5,2021-05-25 14:24:49,I,6,7492262,End turn#Purple scores: 1 culture (now 5) 3 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 3) Purple draws 2 military cards #
7628,Orange,7,23,2021-05-25 13:44:41,I,6,7492262,End turn#Orange scores: 7 culture (now 23) 2 science (now 4) 1 food - consumption: 0 (now 5) 3 resources (now 3) Orange draws 2 military cards #
7629,Grey,1,5,2021-05-25 13:32:27,I,5,7492262,End turn#Grey scores: 1 culture (now 5) 3 science (now 7) 1 food - consumption: 1 (now 4) 3 resources (now 4) Grey draws 1 military card #
7630,Green,1,5,2021-05-25 13:06:57,I,5,7492262,End turn#Green scores: 1 culture (now 5) 2 science (now 4) 1 food - consumption: 1 (now 2) 5 resources (now 6) Green draws 1 military card #
7631,Purple,1,4,2021-05-25 09:24:42,I,5,7492262,End turn#Purple scores: 1 culture (now 4) 2 science (now 10) 1 food - consumption: 1 (now 5) 3 resources (now 3) Purple draws 1 military card #
7632,Orange,4,16,2021-05-25 08:25:19,I,5,7492262,End turn#Orange scores: CORRUPTION! Orange loses 2 resources 4 culture (now 16) 2 science (now 8) 1 food - consumption: 1 (now 6) 4 resources (now 4) Orange draws 3 military cards #
7633,Grey,1,3,2021-05-24 22:53:59,I,4,7492262,End turn#Grey scores: 1 culture (now 3) 2 science (now 4) 1 food - consumption: 1 (now 3) 3 resources (now 5) #
7634,Green,1,3,2021-05-24 22:46:32,I,4,7492262,End turn#Green scores: 1 culture (now 3) 2 science (now 2) 1 food - consumption: 1 (now 1) 4 resources (now 4) Green draws 1 military card #
7635,Purple,1,3,2021-05-24 15:44:37,I,4,7492262,End turn#Purple scores: 1 culture (now 3) 2 science (now 7) 1 food - consumption: 1 (now 1) 3 resources (now 5) Purple draws 1 military card #
7636,Orange,3,5,2021-05-24 12:49:47,I,4,7492262,End turn#Orange scores: 3 culture (now 5) 2 science (now 6) 1 food - consumption: 1 (now 5) 3 resources (now 3) Orange draws 3 military cards #
7637,Grey,0,1,2021-05-24 12:04:02,I,3,7492262,End turn#Grey scores: 0 culture (now 1) 2 science (now 6) 1 food - consumption: 1 (now 4) 3 resources (now 4) Grey draws 2 military cards #
7638,Green,0,1,2021-05-24 11:51:32,I,3,7492262,End turn#Green scores: 0 culture (now 1) 2 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 4) Green draws 2 military cards #
7639,Purple,0,1,2021-05-24 11:45:27,I,3,7492262,End turn#Purple scores: 0 culture (now 1) 2 science (now 5) 1 food - consumption: 1 (now 2) 3 resources (now 4) Purple draws 2 military cards #
7640,Orange,1,1,2021-05-24 11:40:46,I,3,7492262,End turn#Orange scores: 1 culture (now 1) 1 science (now 3) 2 food - consumption: 0 (now 4) 3 resources (now 5) Orange draws 2 military cards #
7641,Grey,0,0,2021-05-24 11:32:27,I,2,7492262,End turn#Grey scores: 0 culture (now 0) 2 science (now 3) 2 food - consumption: 0 (now 2) 2 resources (now 2) Grey draws 2 military cards #
7642,Green,0,0,2021-05-21 17:44:55,I,2,7492262,End turn#Green scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 2 military cards #
7643,Purple,0,0,2021-05-21 15:58:07,I,2,7492262,End turn#Purple scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 2) 3 resources (now 3) Purple draws 2 military cards #
7644,Orange,0,0,2021-05-21 15:23:49,I,2,7492262,End turn#Orange scores: 0 culture (now 0) 1 science (now 2) 2 food - consumption: 0 (now 4) 3 resources (now 3) Orange draws 1 military card #
7645,Grey,0,0,2021-05-21 15:12:12,A,1,7492262,End turn#Grey scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7646,Green,0,0,2021-05-21 15:09:36,A,1,7492262,End turn#Green scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7647,Purple,0,0,2021-05-21 14:51:18,A,1,7492262,End turn#Purple scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7648,Orange,0,0,2021-05-21 14:24:50,A,1,7492262,End turn#Orange scores: 0 culture (now 0) 1 science (now 1) 2 food - consumption: 0 (now 2) 2 resources (now 2) #
7649,Grey,20,116,2021-06-15 14:04:39,IV,18,7492705,End turn#Grey scores: 20 culture (now 116) 11 science (now 19) 0 food - consumption: 3 (now 1) 6 resources (now 8) #
7650,Grey,20,116,2021-06-15 14:04:38,IV,17,7492705,End turn#Grey scores: 20 culture (now 116) 11 science (now 19) 0 food - consumption: 3 (now 1) 6 resources (now 8) #
7651,Green,15,105,2021-06-15 11:30:03,IV,17,7492705,End turn#Green scores: 15 culture (now 105) 6 science (now 6) -1 food - consumption: 3 (now 0) 6 resources (now 6) #
7652,Purple,7,89,2021-06-15 10:58:52,IV,17,7492705,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 7 culture (now 89) 6 science (now 6) 2 food - consumption: 4 (now 8) 4 resources (now 13) #
7653,Orange,10,97,2021-06-15 10:26:06,IV,17,7492705,End turn#Orange scores: 10 culture (now 97) 3 science (now 5) 1 food - consumption: 3 (now 1) 7 resources (now 7) #
7654,Grey,12,84,2021-06-15 09:43:11,III,16,7492705,End turn#Grey scores: 12 culture (now 84) 13 science (now 18) 1 food - consumption: 3 (now 1) 6 resources (now 6) Grey draws 3 military cards #
7655,Green,11,87,2021-06-15 07:29:12,III,16,7492705,End turn#Green scores: 11 culture (now 87) 6 science (now 10) 0 food - consumption: 2 (now 2) 6 resources (now 8) Green draws 3 military cards #
7656,Purple,7,82,2021-06-15 07:24:52,III,16,7492705,End turn#Purple scores: 7 culture (now 82) 8 science (now 12) 3 food - consumption: 3 (now 6) 4 resources (now 9) Purple draws 2 military cards #
7657,Orange,7,84,2021-06-15 07:05:15,III,16,7492705,End turn#Orange scores: 7 culture (now 84) 2 science (now 2) 2 food - consumption: 2 (now 4) 7 resources (now 9) Orange draws 3 military cards #
7658,Grey,9,69,2021-06-14 23:51:01,III,15,7492705,End turn#Grey scores: 9 culture (now 69) 10 science (now 15) 2 food - consumption: 2 (now 9) 6 resources (now 7) Grey draws 3 military cards #
7659,Green,14,73,2021-06-14 23:38:15,III,15,7492705,End turn#Winston Churchill scores 3 culture. Green scores: 14 culture (now 73) 3 science (now 11) 0 food - consumption: 2 (now 2) 6 resources (now 10) Green draws 3 military cards #
7660,Purple,6,72,2021-06-14 23:21:04,III,15,7492705,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 6 culture (now 72) 8 science (now 12) 3 food - consumption: 3 (now 8) 4 resources (now 8) Purple draws 3 military cards #
7661,Orange,7,77,2021-06-14 23:18:11,III,15,7492705,End turn#Orange scores: 7 culture (now 77) 2 science (now 6) 2 food - consumption: 2 (now 4) 5 resources (now 6) Orange draws 3 military cards #
7662,Grey,6,57,2021-06-14 23:07:01,III,14,7492705,End turn#Grey scores: 6 culture (now 57) 5 science (now 14) 2 food - consumption: 2 (now 8) 6 resources (now 9) Grey draws 3 military cards #
7663,Green,7,59,2021-06-14 22:56:23,III,14,7492705,End turn#Green scores: 7 culture (now 59) 5 science (now 17) 0 food - consumption: 2 (now 0) 6 resources (now 7) Green draws 3 military cards #
7664,Purple,5,64,2021-06-14 22:38:00,III,14,7492705,End turn#Purple scores: 5 culture (now 64) 7 science (now 17) 3 food - consumption: 3 (now 6) 4 resources (now 9) Purple draws 3 military cards #
