,player,resource_gen,resource,time,age,round,game_id,text
2676,Purple,2,2,2020-12-09 13:38:49,A,1,7485891,End turn#Purple scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
2677,Orange,2,2,2020-12-09 12:34:44,A,1,7485891,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
2678,Grey,8,9,2021-01-06 16:08:45,IV,21,7486444,End turn#Grey scores: 0 food - consumption: 4 (now 1) 8 resources (now 9) 13 culture (now 141) 12 science (now 12) #
2679,Green,9,11,2021-01-06 16:02:15,IV,20,7486444,End turn#Green scores: 2 food - consumption: 3 (now 4) 9 resources (now 11) 15 culture (now 177) 8 science (now 9) #
2680,Orange,8,8,2021-01-06 15:32:53,IV,20,7486444,End turn#Orange scores: 1 food - consumption: 3 (now 5) 8 resources (now 8) 23 culture (now 148) 13 science (now 17) #
2681,Grey,5,11,2021-01-06 15:02:08,IV,20,7486444,End turn#Grey scores: 0 food - consumption: 4 (now 1) 5 resources (now 11) 13 culture (now 121) 7 science (now 8) #
2682,Green,9,11,2021-01-06 14:45:59,IV,19,7486444,End turn#Green scores: 3 food - consumption: 2 (now 6) 9 resources (now 11) 11 culture (now 162) 4 science (now 10) #
2683,Purple,9,11,2021-01-06 14:12:56,IV,19,7486444,End turn#Purple scores: 2 food - consumption: 4 (now 4) 9 resources (now 11) 14 culture (now 143) 3 science (now 13) #
2684,Orange,8,19,2021-01-06 14:01:31,IV,19,7486444,End turn#Orange scores: 2 food - consumption: 2 (now 4) 8 resources (now 19) Orange draws 1 military card 11 culture (now 122) 13 science (now 14) Age IV begins. Each player loses 2 yellow tokens #
2685,Grey,8,13,2021-01-06 13:22:43,III,19,7486444,End turn#Grey scores: 1 food - consumption: 3 (now 1) 8 resources (now 13) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Grey draws 3 military cards 12 culture (now 101) 12 science (now 12) #
2686,Green,9,14,2021-01-06 12:34:08,III,18,7486444,End turn#Green scores: 2 food - consumption: 3 (now 3) 9 resources (now 14) 11 culture (now 113) 4 science (now 6) #
2687,Purple,9,9,2021-01-06 12:05:06,III,18,7486444,End turn#Purple scores: 3 food - consumption: 3 (now 9) 9 resources (now 9) Purple draws 2 military cards 9 culture (now 147) 3 science (now 10) #
2688,Orange,8,11,2021-01-06 11:55:07,III,18,7486444,End turn#Orange scores: 2 food - consumption: 2 (now 2) 8 resources (now 11) Orange draws 3 military cards 11 culture (now 105) 13 science (now 18) #
2689,Grey,7,7,2021-01-05 22:36:11,III,18,7486444,End turn#Grey scores: 1 food - consumption: 3 (now 5) 7 resources (now 7) Grey draws 3 military cards 12 culture (now 89) 10 science (now 12) #
2690,Green,9,13,2021-01-05 13:44:19,III,17,7486444,End turn#Green scores: 3 food - consumption: 2 (now 6) 9 resources (now 13) Green draws 1 military card 11 culture (now 84) 4 science (now 8) #
2691,Purple,9,9,2021-01-05 12:10:52,III,17,7486444,End turn#Purple scores: 3 food - consumption: 3 (now 6) 9 resources (now 9) Purple draws 2 military cards 7 culture (now 118) 3 science (now 7) #
2692,Grey,5,6,2021-01-05 10:55:06,III,17,7486444,End turn#Grey scores: 1 food - consumption: 3 (now 4) 5 resources (now 6) Grey draws 3 military cards 12 culture (now 77) 5 science (now 10) #
2693,Green,9,9,2021-01-05 10:27:36,III,16,7486444,End turn#Green scores: 2 food - consumption: 3 (now 3) 9 resources (now 9) 10 culture (now 68) 4 science (now 11) #
2694,Purple,9,10,2021-01-05 09:46:51,III,16,7486444,End turn#Purple scores: 3 food - consumption: 3 (now 3) 9 resources (now 10) Purple draws 2 military cards 7 culture (now 111) 3 science (now 4) #
2695,Orange,8,21,2021-01-05 09:40:08,III,16,7486444,End turn#Orange scores: 2 food - consumption: 2 (now 2) 8 resources (now 21) Orange draws 3 military cards 8 culture (now 71) 7 science (now 9) #
2696,Grey,5,6,2021-01-04 23:58:22,III,16,7486444,End turn#Grey scores: 1 food - consumption: 3 (now 3) 5 resources (now 6) Grey draws 3 military cards 7 culture (now 65) 5 science (now 5) #
2697,Green,9,14,2021-01-04 23:24:08,III,15,7486444,End turn#Green scores: 4 food - consumption: 2 (now 6) 9 resources (now 14) Green draws 3 military cards 7 culture (now 58) 4 science (now 7) #
2698,Purple,7,7,2021-01-04 23:01:37,III,15,7486444,End turn#Purple scores: 3 food - consumption: 3 (now 5) 7 resources (now 7) Purple draws 2 military cards 7 culture (now 101) 3 science (now 6) #
2699,Green,8,10,2021-01-04 16:56:26,III,14,7486444,End turn#Green scores: 0 food - consumption: 2 (now 2) 8 resources (now 10) Green draws 2 military cards 7 culture (now 51) 4 science (now 8) #
2700,Purple,5,5,2021-01-04 16:50:02,III,14,7486444,End turn#Purple scores: 3 food - consumption: 3 (now 7) 5 resources (now 5) 7 culture (now 94) 3 science (now 3) #
2701,Orange,8,20,2021-01-04 16:39:53,III,14,7486444,End turn#Orange scores: John Amos Comenius produces 3 science 2 food - consumption: 2 (now 3) 8 resources (now 20) Orange draws 3 military cards 8 culture (now 55) 10 science (now 10) #
2702,Grey,4,8,2021-01-04 16:14:40,III,14,7486444,End turn#Grey scores: 1 food - consumption: 3 (now 1) 4 resources (now 8) 7 culture (now 46) 3 science (now 3) #
2703,Green,6,7,2021-01-04 16:12:55,III,13,7486444,End turn#Green scores: 1 food - consumption: 1 (now 2) 6 resources (now 7) Green draws 3 military cards 7 culture (now 39) 4 science (now 9) Age III begins. Each player loses 2 yellow tokens Michelangelo dies. #
2704,Purple,5,6,2021-01-04 16:02:02,II,13,7486444,End turn#Purple scores: 5 food - consumption: 2 (now 8) 5 resources (now 6) 10 culture (now 93) 2 science (now 7) #
2705,Orange,8,14,2021-01-04 15:44:20,II,13,7486444,End turn#Orange scores: John Amos Comenius produces 1 culture and 1 science 2 food - consumption: 2 (now 3) 8 resources (now 14) Orange draws 2 military cards 7 culture (now 45) 6 science (now 12) #
2706,Green,6,6,2021-01-04 14:43:16,II,12,7486444,End turn#Green scores: 1 food - consumption: 1 (now 1) 6 resources (now 6) Green draws 3 military cards 8 culture (now 33) 4 science (now 8) #
2707,Purple,5,6,2021-01-04 14:21:00,II,12,7486444,End turn#Purple scores: 5 food - consumption: 2 (now 7) 5 resources (now 6) Purple draws 2 military cards 10 culture (now 81) 3 science (now 5) #
2708,Orange,8,14,2021-01-04 14:18:51,II,12,7486444,End turn#Orange scores: John Amos Comenius produces 1 science 3 food - consumption: 2 (now 5) 8 resources (now 14) Orange draws 1 military card 4 culture (now 36) 5 science (now 6) #
2709,Grey,4,8,2021-01-04 14:16:13,II,12,7486444,End turn#Grey scores: 2 food - consumption: 2 (now 2) 4 resources (now 8) Grey draws 3 military cards 4 culture (now 33) 3 science (now 8) #
2710,Green,8,8,2021-01-04 14:04:47,II,11,7486444,End turn#Green scores: 1 food - consumption: 1 (now 3) 8 resources (now 8) Green draws 3 military cards 5 culture (now 18) 4 science (now 4) #
2711,Purple,5,9,2021-01-04 13:58:00,II,11,7486444,End turn#Purple scores: 1 food - consumption: 2 (now 2) 5 resources (now 9) Purple draws 1 military card 10 culture (now 61) 3 science (now 7) #
2712,Orange,8,9,2021-01-04 10:39:51,II,11,7486444,End turn#Orange scores: 3 food - consumption: 2 (now 6) 8 resources (now 9) Orange draws 1 military card 4 culture (now 28) 4 science (now 8) #
2713,Grey,4,7,2021-01-04 09:57:44,II,11,7486444,End turn#Grey scores: 2 food - consumption: 2 (now 4) 4 resources (now 7) Grey draws 1 military card 3 culture (now 26) 3 science (now 3) #
2714,Green,8,8,2021-01-03 17:32:51,II,10,7486444,End turn#Green scores: 1 food - consumption: 1 (now 5) 8 resources (now 8) Green draws 2 military cards 2 culture (now 9) 4 science (now 12) #
2715,Purple,5,7,2021-01-03 17:21:57,II,10,7486444,End turn#Purple scores: 1 food - consumption: 2 (now 1) 5 resources (now 7) Purple draws 1 military card 10 culture (now 51) 3 science (now 8) #
2716,Grey,4,8,2021-01-03 09:13:17,II,10,7486444,End turn#Grey scores: 2 food - consumption: 2 (now 2) 4 resources (now 8) Grey draws 2 military cards 3 culture (now 22) 3 science (now 8) #
2717,Green,5,7,2020-12-30 22:16:16,II,9,7486444,End turn#Green scores: 1 food - consumption: 1 (now 4) 5 resources (now 7) Green draws 2 military cards 2 culture (now 7) 4 science (now 10) #
2718,Purple,5,5,2020-12-30 18:13:50,II,9,7486444,End turn#Purple scores: 0 food - consumption: 2 (now 0) 5 resources (now 5) Purple draws 2 military cards 10 culture (now 41) 3 science (now 7) #
2719,Orange,7,10,2020-12-30 10:20:48,II,9,7486444,End turn#Orange scores: 3 food - consumption: 2 (now 4) 7 resources (now 10) Orange draws 2 military cards 2 culture (now 14) 2 science (now 6) #
2720,Grey,3,4,2020-12-30 07:14:03,II,9,7486444,End turn#Grey scores: 2 food - consumption: 2 (now 4) 3 resources (now 4) Grey draws 2 military cards 3 culture (now 19) 3 science (now 5) #
2721,Green,5,5,2020-12-29 17:24:55,II,8,7486444,End turn#Green scores: 1 food - consumption: 1 (now 3) 5 resources (now 5) Green draws 1 military card 1 culture (now 5) 4 science (now 6) #
2722,Purple,4,5,2020-12-29 16:55:25,II,8,7486444,End turn#Purple scores: 0 food - consumption: 2 (now 0) 4 resources (now 5) Purple draws 2 military cards 9 culture (now 29) 2 science (now 7) #
2723,Orange,4,10,2020-12-29 16:30:13,II,8,7486444,End turn#Orange scores: 4 food - consumption: 1 (now 4) 4 resources (now 10) Orange draws 2 military cards 2 culture (now 12) 3 science (now 9) Age II begins. Each player loses 2 yellow tokens Confucius dies. Julius Caesar dies. #
2724,Grey,3,3,2020-12-29 16:26:29,I,8,7486444,End turn#Grey scores: 1 food - consumption: 1 (now 2) 3 resources (now 3) Grey draws 1 military card 3 culture (now 15) 3 science (now 5) #
2725,Green,4,4,2020-12-29 16:18:12,I,7,7486444,End turn#Green scores: 1 food - consumption: 1 (now 2) 4 resources (now 4) 1 culture (now 3) 4 science (now 13) #
2726,Purple,3,4,2020-12-29 15:34:37,I,7,7486444,End turn#Purple scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Purple draws 2 military cards 9 culture (now 20) 2 science (now 10) #
2727,Orange,4,7,2020-12-29 14:53:26,I,7,7486444,End turn#Orange scores: 4 food - consumption: 1 (now 5) 4 resources (now 7) Orange draws 2 military cards 2 culture (now 10) 3 science (now 6) #
2728,Grey,3,4,2020-12-29 14:28:26,I,7,7486444,End turn#Grey scores: 1 food - consumption: 1 (now 1) 3 resources (now 4) Grey draws 2 military cards 3 culture (now 11) 3 science (now 7) #
2729,Green,3,3,2020-12-29 11:58:56,I,6,7486444,End turn#Green scores: 2 food - consumption: 0 (now 3) 3 resources (now 3) 1 culture (now 6) 4 science (now 9) #
2730,Purple,3,6,2020-12-29 08:31:56,I,6,7486444,End turn#Purple scores: 1 food - consumption: 1 (now 1) 3 resources (now 6) 3 culture (now 11) 2 science (now 7) #
2731,Orange,4,8,2020-12-28 16:35:20,I,6,7486444,End turn#Orange scores: 2 food - consumption: 1 (now 4) 4 resources (now 8) Orange draws 1 military card 1 culture (now 4) 2 science (now 10) #
2732,Grey,3,6,2020-12-28 14:54:04,I,6,7486444,End turn#Grey scores: 1 food - consumption: 1 (now 3) 3 resources (now 6) Grey draws 1 military card 2 culture (now 7) 2 science (now 4) #
2733,Green,3,6,2020-12-24 18:27:00,I,5,7486444,End turn#Green scores: 1 food - consumption: 1 (now 2) 3 resources (now 6) Green draws 2 military cards 1 culture (now 5) 4 science (now 7) #
2734,Purple,3,6,2020-12-24 13:56:34,I,5,7486444,End turn#Purple scores: 1 food - consumption: 1 (now 2) 3 resources (now 6) Purple draws 2 military cards 3 culture (now 7) 2 science (now 9) #
2735,Orange,4,7,2020-12-24 13:50:10,I,5,7486444,End turn#Orange scores: 2 food - consumption: 1 (now 4) 4 resources (now 7) 1 culture (now 2) 2 science (now 5) #
2736,Grey,3,6,2020-12-24 10:45:49,I,5,7486444,End turn#Grey scores: 1 food - consumption: 1 (now 2) 3 resources (now 6) Grey draws 3 military cards 2 culture (now 4) 2 science (now 6) #
2737,Green,3,8,2020-12-23 14:09:09,I,4,7486444,End turn#Green scores: 1 food - consumption: 1 (now 1) 3 resources (now 8) Green draws 1 military card 1 culture (now 3) 2 science (now 3) #
2738,Purple,3,3,2020-12-23 11:45:48,I,4,7486444,End turn#Purple scores: 1 food - consumption: 1 (now 1) 3 resources (now 3) Purple draws 2 military cards 1 culture (now 3) 2 science (now 9) #
2739,Orange,4,4,2020-12-23 10:57:08,I,4,7486444,End turn#Orange scores: 2 food - consumption: 1 (now 5) 4 resources (now 4) Orange draws 2 military cards 0 culture (now 0) 1 science (now 7) #
2740,Grey,3,4,2020-12-23 09:12:59,I,4,7486444,End turn#Grey scores: 2 food - consumption: 0 (now 5) 3 resources (now 4) Grey draws 2 military cards 1 culture (now 2) 2 science (now 4) #
2741,Green,3,4,2020-12-23 08:05:13,I,3,7486444,End turn#Green scores: 1 food - consumption: 1 (now 3) 3 resources (now 4) Green draws 2 military cards 0 culture (now 1) 2 science (now 7) #
2742,Purple,3,4,2020-12-23 07:42:34,I,3,7486444,End turn#Purple scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Purple draws 2 military cards 0 culture (now 1) 2 science (now 5) #
2743,Orange,3,4,2020-12-23 00:26:02,I,3,7486444,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 2 military cards 0 culture (now 0) 1 science (now 3) #
2744,Grey,3,3,2020-12-22 23:12:28,I,3,7486444,End turn#Grey scores: 2 food - consumption: 0 (now 2) 3 resources (now 3) Grey draws 3 military cards 0 culture (now 0) 1 science (now 2) #
2745,Green,3,3,2020-12-22 22:32:32,I,2,7486444,End turn#Green scores: 2 food - consumption: 0 (now 2) 3 resources (now 3) Green draws 2 military cards 0 culture (now 0) 1 science (now 2) #
2746,Purple,3,3,2020-12-22 22:01:16,I,2,7486444,End turn#Purple scores: 2 food - consumption: 0 (now 3) 3 resources (now 3) Purple draws 2 military cards 0 culture (now 0) 1 science (now 2) #
2747,Orange,3,3,2020-12-22 21:58:59,I,2,7486444,End turn#Orange scores: 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards 0 culture (now 0) 1 science (now 2) #
2748,Grey,2,2,2020-12-22 21:39:52,I,2,7486444,End turn#Grey scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) Age I begins. #
2749,Green,2,2,2020-12-22 16:14:09,A,1,7486444,End turn#Green scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
2750,Purple,2,2,2020-12-22 16:12:07,A,1,7486444,End turn#Purple scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
2751,Orange,2,2,2020-12-22 16:02:09,A,1,7486444,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
2752,Grey,9,11,2021-01-30 23:14:29,IV,21,7487030,End turn#Grey scores: 8 food - consumption: 4 (now 8) 9 resources (now 11) 13 culture (now 157) 8 science (now 11) #
2753,Purple,6,8,2021-01-30 22:43:38,IV,20,7487030,End turn#Purple scores: 2 food - consumption: 4 (now 5) 6 resources (now 8) 20 culture (now 148) 6 science (now 10) #
2754,Purple,6,7,2021-01-30 20:09:43,IV,19,7487030,End turn#Purple scores: 3 food - consumption: 3 (now 4) 6 resources (now 7) 17 culture (now 119) 6 science (now 8) #
2755,Orange,9,10,2021-01-30 19:18:43,IV,19,7487030,End turn#Orange scores: 2 food - consumption: 4 (now 7) 9 resources (now 10) Orange draws 3 military cards 19 culture (now 154) 10 science (now 12) Age IV begins. Each player loses 2 yellow tokens #
2756,Grey,9,14,2021-01-30 17:36:21,III,19,7487030,End turn#Grey scores: 7 food - consumption: 3 (now 8) 9 resources (now 14) Grey draws 2 military cards 8 culture (now 93) 10 science (now 11) #
2757,Purple,6,10,2021-01-30 14:50:18,III,18,7487030,End turn#Purple scores: 3 food - consumption: 3 (now 6) 6 resources (now 10) 17 culture (now 102) 6 science (now 12) #
2758,Orange,9,18,2021-01-30 14:44:13,III,18,7487030,End turn#Orange scores: 2 food - consumption: 4 (now 5) 9 resources (now 18) 14 culture (now 107) 8 science (now 11) #
2759,Grey,9,19,2021-01-30 12:22:50,III,18,7487030,End turn#Grey scores: 7 food - consumption: 3 (now 11) 9 resources (now 19) Grey draws 1 military card 8 culture (now 82) 10 science (now 17) #
2760,Green,6,8,2021-01-30 11:56:30,III,17,7487030,End turn#Green scores: 6 food - consumption: 3 (now 10) 6 resources (now 8) Green draws 3 military cards 6 culture (now 44) 7 science (now 14) #
2761,Purple,6,7,2021-01-29 21:26:39,III,17,7487030,End turn#Purple scores: 3 food - consumption: 3 (now 3) 6 resources (now 7) Purple draws 3 military cards 17 culture (now 85) 8 science (now 17) #
2762,Orange,8,19,2021-01-29 19:48:11,III,17,7487030,End turn#Orange scores: 2 food - consumption: 4 (now 10) 8 resources (now 19) Orange draws 3 military cards 20 culture (now 93) 6 science (now 12) #
2763,Green,6,6,2021-01-29 17:22:58,III,16,7487030,End turn#Green scores: 4 food - consumption: 3 (now 4) 6 resources (now 6) Green draws 3 military cards 2 culture (now 38) 7 science (now 7) #
2764,Purple,6,8,2021-01-29 17:19:15,III,16,7487030,End turn#Purple scores: 0 food - consumption: 2 (now 0) 6 resources (now 8) Purple draws 3 military cards 10 culture (now 68) 8 science (now 9) #
2765,Orange,7,15,2021-01-29 17:02:37,III,16,7487030,End turn#Orange scores: 3 food - consumption: 3 (now 13) 7 resources (now 15) Orange draws 3 military cards 18 culture (now 73) 6 science (now 6) #
2766,Grey,9,18,2021-01-29 16:49:22,III,16,7487030,End turn#Grey scores: 1 food - consumption: 3 (now 7) 9 resources (now 18) Grey draws 3 military cards 5 culture (now 66) 10 science (now 11) #
2767,Green,6,7,2021-01-29 16:32:17,III,15,7487030,End turn#Green scores: 2 food - consumption: 3 (now 2) 6 resources (now 7) 4 culture (now 52) 7 science (now 8) #
2768,Purple,6,11,2021-01-29 16:13:50,III,15,7487030,End turn#Purple scores: 0 food - consumption: 2 (now 4) 6 resources (now 11) Purple draws 1 military card 4 culture (now 42) 8 science (now 13) #
2769,Orange,7,10,2021-01-29 16:05:05,III,15,7487030,End turn#Orange scores: 3 food - consumption: 3 (now 12) 7 resources (now 10) Orange draws 1 military card 16 culture (now 55) 6 science (now 24) #
2770,Purple,6,14,2021-01-27 20:43:02,III,14,7487030,End turn#Purple scores: 0 food - consumption: 2 (now 1) 6 resources (now 14) Purple draws 3 military cards 4 culture (now 38) 8 science (now 22) #
2771,Orange,7,7,2021-01-27 20:40:17,III,14,7487030,End turn#Orange scores: 3 food - consumption: 3 (now 9) 7 resources (now 7) Orange draws 1 military card 12 culture (now 39) 6 science (now 12) Age III begins. Each player loses 2 yellow tokens Genghis Khan dies. Leonardo Da Vinci dies. Trade Routes Agreement expires. #
2772,Grey,9,10,2021-01-27 18:12:17,II,14,7487030,End turn#Grey scores: 2 food - consumption: 2 (now 9) 9 resources (now 10) Grey draws 3 military cards 7 culture (now 51) 3 science (now 5) #
2773,Purple,6,8,2021-01-27 14:23:06,II,13,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 1) 6 resources (now 8) Purple draws 3 military cards 4 culture (now 32) 9 science (now 14) #
2774,Orange,7,10,2021-01-27 14:19:18,II,13,7487030,End turn#Orange scores: 4 food - consumption: 2 (now 14) 7 resources (now 10) Orange draws 3 military cards 8 culture (now 25) 6 science (now 6) #
2775,Grey,7,8,2021-01-27 12:25:56,II,13,7487030,End turn#Grey scores: 2 food - consumption: 2 (now 7) 7 resources (now 8) Grey draws 3 military cards 7 culture (now 44) 3 science (now 8) #
2776,Purple,6,7,2021-01-26 21:06:58,II,12,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 2) 6 resources (now 7) Purple draws 1 military card 4 culture (now 28) 9 science (now 12) #
2777,Orange,5,7,2021-01-26 14:35:48,II,12,7487030,End turn#Orange scores: 4 food - consumption: 2 (now 14) 5 resources (now 7) Orange draws 2 military cards 6 culture (now 15) 5 science (now 7) #
2778,Grey,5,8,2021-01-26 13:17:43,II,12,7487030,End turn#Grey scores: 2 food - consumption: 2 (now 9) 5 resources (now 8) Grey draws 3 military cards 6 culture (now 35) 3 science (now 8) #
2779,Green,6,17,2021-01-26 11:39:34,II,11,7487030,End turn#Green scores: 0 food - consumption: 2 (now 0) 6 resources (now 17) 4 culture (now 35) 5 science (now 7) #
2780,Purple,6,15,2021-01-26 09:44:24,II,11,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 1) 6 resources (now 15) Purple draws 2 military cards 2 culture (now 22) 6 science (now 7) #
2781,Orange,5,9,2021-01-26 07:29:05,II,11,7487030,End turn#Orange scores: 4 food - consumption: 2 (now 8) 5 resources (now 9) Orange draws 2 military cards 1 culture (now 8) 5 science (now 7) #
2782,Grey,5,5,2021-01-25 23:15:03,II,11,7487030,End turn#Grey scores: 2 food - consumption: 2 (now 7) 5 resources (now 5) Grey draws 3 military cards 6 culture (now 21) 3 science (now 5) #
2783,Green,6,10,2021-01-25 20:30:45,II,10,7487030,End turn#Green scores: 0 food - consumption: 2 (now 0) 6 resources (now 10) Green draws 1 military card 4 culture (now 25) 5 science (now 5) #
2784,Purple,6,9,2021-01-25 18:56:51,II,10,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 2) 6 resources (now 9) Purple draws 1 military card 2 culture (now 20) 6 science (now 7) #
2785,Orange,5,5,2021-01-25 07:50:08,II,10,7487030,End turn#Orange scores: 5 food - consumption: 1 (now 7) 5 resources (now 5) Orange draws 3 military cards 1 culture (now 7) 5 science (now 5) #
2786,Grey,3,6,2021-01-24 22:48:32,II,10,7487030,End turn#Grey scores: 2 food - consumption: 2 (now 5) 3 resources (now 6) Grey draws 1 military card 6 culture (now 15) 3 science (now 17) #
2787,Green,6,9,2021-01-24 22:30:47,II,9,7487030,End turn#Green scores: 0 food - consumption: 2 (now 0) 6 resources (now 9) Green draws 2 military cards 4 culture (now 21) 5 science (now 7) #
2788,Purple,4,8,2021-01-24 22:07:19,II,9,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 1) 4 resources (now 8) 2 culture (now 15) 6 science (now 7) #
2789,Orange,5,8,2021-01-23 12:07:57,II,9,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 2) 5 resources (now 8) Orange draws 3 military cards 1 culture (now 6) 5 science (now 5) #
2790,Grey,3,6,2021-01-23 11:41:56,II,9,7487030,End turn#Grey scores: 3 food - consumption: 1 (now 6) 3 resources (now 6) Grey draws 2 military cards 3 culture (now 9) 3 science (now 14) #
2791,Green,6,7,2021-01-23 11:35:12,II,8,7487030,End turn#Green scores: 0 food - consumption: 2 (now 0) 6 resources (now 7) Green draws 1 military card 4 culture (now 17) 3 science (now 6) #
2792,Purple,4,14,2021-01-23 11:31:00,II,8,7487030,End turn#Purple scores: 0 food - consumption: 2 (now 0) 4 resources (now 14) Purple draws 2 military cards 2 culture (now 12) 5 science (now 7) #
2793,Orange,3,6,2021-01-21 17:31:34,II,8,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 1) 3 resources (now 6) Orange draws 1 military card 1 culture (now 5) 4 science (now 7) Age II begins. Each player loses 2 yellow tokens Confucius dies. #
2794,Grey,4,8,2021-01-21 10:38:15,I,8,7487030,End turn#Grey scores: 3 food - consumption: 1 (now 3) 4 resources (now 8) Grey draws 2 military cards 1 culture (now 6) 3 science (now 11) #
2795,Green,4,5,2021-01-20 19:47:35,I,7,7487030,End turn#Green scores: 0 food - consumption: 2 (now 0) 4 resources (now 5) Green draws 1 military card 4 culture (now 13) 3 science (now 3) #
2796,Purple,4,8,2021-01-19 21:42:36,I,7,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 1) 4 resources (now 8) 2 culture (now 9) 3 science (now 6) #
2797,Orange,3,3,2021-01-19 10:36:11,I,7,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 1) 3 resources (now 3) Orange draws 2 military cards 1 culture (now 4) 3 science (now 3) #
2798,Grey,4,5,2021-01-15 11:30:49,I,7,7487030,End turn#Grey scores: 1 food - consumption: 1 (now 1) 4 resources (now 5) Grey draws 1 military card 1 culture (now 4) 3 science (now 8) #
2799,Green,3,4,2021-01-15 07:58:22,I,6,7487030,End turn#Green scores: 0 food - consumption: 2 (now 0) 3 resources (now 4) NO MILITARY CARDS LEFT. DISCARD PILE HAS BEEN RESHUFFLED. Green draws 2 military cards 4 culture (now 8) 3 science (now 6) #
2800,Purple,4,8,2021-01-14 11:32:27,I,6,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 2) 4 resources (now 8) Purple draws 2 military cards 2 culture (now 6) 3 science (now 3) #
2801,Orange,3,3,2021-01-13 14:05:08,I,6,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 3) 3 resources (now 3) Orange draws 2 military cards 0 culture (now 2) 2 science (now 3) #
2802,Grey,4,4,2021-01-13 13:45:36,I,6,7487030,End turn#Grey scores: 1 food - consumption: 1 (now 3) 4 resources (now 4) Grey draws 1 military card 1 culture (now 2) 3 science (now 5) #
2803,Green,3,4,2021-01-13 13:42:29,I,5,7487030,End turn#Green scores: 1 food - consumption: 1 (now 1) 3 resources (now 4) Green draws 2 military cards 1 culture (now 4) 2 science (now 2) #
2804,Purple,4,7,2021-01-13 13:39:47,I,5,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 3) 4 resources (now 7) Purple draws 2 military cards 1 culture (now 3) 3 science (now 4) #
2805,Orange,3,3,2021-01-13 10:41:50,I,5,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 3) Orange draws 2 military cards 0 culture (now 1) 2 science (now 5) #
2806,Grey,4,6,2021-01-13 10:01:22,I,5,7487030,End turn#Grey scores: 1 food - consumption: 1 (now 2) 4 resources (now 6) Grey draws 1 military card 0 culture (now 1) 2 science (now 6) #
2807,Green,3,6,2021-01-13 08:43:13,I,4,7487030,End turn#Green scores: 1 food - consumption: 1 (now 2) 3 resources (now 6) Green draws 1 military card 1 culture (now 2) 2 science (now 6) #
2808,Purple,3,6,2021-01-13 08:33:00,I,4,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 2) 3 resources (now 6) Purple draws 2 military cards 1 culture (now 2) 3 science (now 6) #
2809,Orange,3,4,2021-01-13 08:29:27,I,4,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 1) 3 resources (now 4) Orange draws 4 military cards 0 culture (now 1) 2 science (now 3) #
2810,Grey,3,6,2021-01-12 23:23:07,I,4,7487030,End turn#Grey scores: 1 food - consumption: 1 (now 1) 3 resources (now 6) Grey draws 2 military cards 0 culture (now 1) 2 science (now 4) #
2811,Green,3,4,2021-01-11 22:20:44,I,3,7487030,End turn#Green scores: 1 food - consumption: 1 (now 1) 3 resources (now 4) Green draws 1 military card 0 culture (now 1) 2 science (now 4) #
2812,Purple,3,3,2021-01-11 21:11:45,I,3,7487030,End turn#Purple scores: 1 food - consumption: 1 (now 2) 3 resources (now 3) Purple draws 2 military cards 0 culture (now 0) 1 science (now 3) #
2813,Orange,3,3,2021-01-10 14:51:15,I,3,7487030,End turn#Orange scores: 1 food - consumption: 1 (now 1) 3 resources (now 3) Orange draws 4 military cards 0 culture (now 0) 2 science (now 4) #
2814,Grey,3,3,2021-01-10 14:02:15,I,3,7487030,End turn#Grey scores: 2 food - consumption: 0 (now 2) 3 resources (now 3) Grey draws 2 military cards 0 culture (now 0) 1 science (now 2) #
