,player,card,time,age,round,game_id,text
11450,Orange,Printing Press,2020-08-20 22:24:55,II,9,7480887,Orange takes Printing Press in hand#Orange uses 1 civil action #
11451,Orange,Cavalrymen,2020-08-20 22:24:23,II,9,7480887,Orange takes Cavalrymen in hand#Orange uses 2 civil action #
11452,Orange,Maximillien Robespierre,2020-08-20 22:24:18,II,9,7480887,Orange takes Maximillien Robespierre in hand#Orange uses 2 civil action #
11453,Orange,Monarchy,2020-08-20 22:21:22,II,9,7480887,Orange takes Monarchy in hand#Orange uses 1 civil action #
11454,Grey,Cartography,2020-08-20 22:05:28,II,8,7480887,Grey takes Cartography in hand#Grey uses 1 civil action #
11455,Grey,Rich Land,2020-08-20 22:05:22,II,8,7480887,Grey takes Rich Land in hand#Grey uses 2 civil action #
11456,Grey,Irrigation,2020-08-20 22:04:43,II,8,7480887,Grey takes Irrigation in hand#Grey uses 1 civil action #
11457,Green,Theocracy,2020-08-20 21:59:58,II,8,7480887,Green takes Theocracy in hand#Green uses 1 civil action #
11458,Green,Theocracy,2020-08-20 21:58:48,II,8,7480887,Green takes Theocracy in hand#Green uses 1 civil action #
11459,Green,Joan of Arc,2020-08-20 21:58:41,II,8,7480887,Green takes Joan of Arc in hand#Green uses 1 civil action #
11460,Green,Theology,2020-08-20 15:46:43,I,7,7480887,Green takes Theology in hand#Green uses 1 civil action #
11461,Green,Reserves,2020-08-20 15:46:41,I,7,7480887,Green takes Reserves in hand#Green uses 1 civil action #
11462,Purple,Reserves,2020-08-20 15:43:44,I,7,7480887,Purple takes Reserves in hand#Purple uses 1 civil action #
11463,Purple,Iron,2020-08-20 15:42:33,I,7,7480887,Purple takes Iron in hand#Purple uses 2 civil action #
11464,Orange,Code of Laws,2020-08-20 15:26:14,I,7,7480887,Orange takes Code of Laws in hand#Orange uses 1 civil action #
11465,Orange,Alchemy,2020-08-20 15:26:00,I,7,7480887,Orange takes Alchemy in hand#Orange uses 1 civil action #
11466,Grey,Breakthrough,2020-08-20 15:13:47,I,6,7480887,Grey takes Breakthrough in hand#Grey uses 2 civil action #
11467,Grey,Monarchy,2020-08-20 15:13:28,I,6,7480887,Grey takes Monarchy in hand#Grey uses 1 civil action #
11468,Grey,Rich Land,2020-08-20 15:13:07,I,6,7480887,Grey takes Rich Land in hand#Grey uses 1 civil action #
11469,Green,Knights,2020-08-20 14:55:31,I,6,7480887,Green takes Knights in hand#Green uses 2 civil action #
11470,Purple,Great Wall,2020-08-20 14:34:10,I,6,7480887,Purple takes Great Wall in hand#Purple uses 2 civil action #
11471,Orange,Swordsmen,2020-08-20 14:24:00,I,6,7480887,Orange takes Swordsmen in hand#Orange uses 1 civil action #
11472,Green,Alchemy,2020-08-20 12:05:35,I,5,7480887,Green takes Alchemy in hand#Green uses 1 civil action #
11473,Purple,Irrigation,2020-08-20 11:47:04,I,5,7480887,Purple takes Irrigation in hand#Purple uses 1 civil action #
11474,Purple,Knights,2020-08-20 11:47:01,I,5,7480887,Purple takes Knights in hand#Purple uses 1 civil action #
11475,Orange,Genghis Khan,2020-08-20 11:22:11,I,5,7480887,Orange takes Genghis Khan in hand#Orange uses 1 civil action #
11476,Grey,Knights,2020-08-20 07:47:07,I,4,7480887,Grey takes Knights in hand#Grey uses 2 civil action #
11477,Grey,Frederick Barbarossa,2020-08-20 07:46:44,I,4,7480887,Grey takes Frederick Barbarossa in hand#Grey uses 1 civil action #
11478,Green,Urban Growth,2020-08-19 18:48:55,I,4,7480887,Green takes Urban Growth in hand#Green uses 1 civil action #
11479,Green,Iron,2020-08-19 18:48:51,I,4,7480887,Green takes Iron in hand#Green uses 2 civil action #
11480,Green,Urban Growth,2020-08-19 18:48:32,I,4,7480887,Green takes Urban Growth in hand#Green uses 1 civil action #
11481,Purple,Printing Press,2020-08-19 18:41:30,I,4,7480887,Purple takes Printing Press in hand#Purple uses 1 civil action #
11482,Purple,Code of Laws,2020-08-19 18:39:51,I,4,7480887,Purple takes Code of Laws in hand#Purple uses 1 civil action #
11483,Orange,Iron,2020-08-19 17:13:50,I,4,7480887,Orange takes Iron in hand#Orange uses 2 civil action #
11484,Grey,Alchemy,2020-08-19 16:34:15,I,3,7480887,Grey takes Alchemy in hand#Grey uses 1 civil action #
11485,Grey,St. Peter's Basilica,2020-08-19 16:34:12,I,3,7480887,Grey takes St. Peter's Basilica in hand#Grey uses 1 civil action #
11486,Green,Breakthrough,2020-08-19 16:16:28,I,3,7480887,Green takes Breakthrough in hand#Green uses 1 civil action #
11487,Green,Frugality,2020-08-19 16:16:24,I,3,7480887,Green takes Frugality in hand#Green uses 1 civil action #
11488,Purple,Alchemy,2020-08-19 16:09:02,I,3,7480887,Purple takes Alchemy in hand#Purple uses 1 civil action #
11489,Orange,Rich Land,2020-08-19 16:04:58,I,3,7480887,Orange takes Rich Land in hand#Orange uses 1 civil action #
11490,Grey,Stockpile,2020-08-19 16:00:19,I,2,7480887,Grey takes Stockpile in hand#Grey uses 1 civil action #
11491,Green,Urban Growth,2020-08-19 13:54:09,I,2,7480887,Green takes Urban Growth in hand#Green uses 1 civil action #
11492,Purple,Aristotle,2020-08-19 13:49:57,I,2,7480887,Purple takes Aristotle in hand#Purple uses 1 civil action #
11493,Purple,Engineering Genius,2020-08-19 13:49:23,I,2,7480887,Purple takes Engineering Genius in hand#Purple uses 1 civil action #
11494,Purple,Library of Alexandria,2020-08-19 13:48:53,I,2,7480887,Purple takes Library of Alexandria in hand#Purple uses 2 civil action #
11495,Orange,Frugality,2020-08-19 13:27:40,I,2,7480887,Orange takes Frugality in hand#Orange uses 1 civil action #
11496,Orange,Hanging Gardens,2020-08-19 13:27:37,I,2,7480887,Orange takes Hanging Gardens in hand#Orange uses 1 civil action #
11497,Grey,Moses,2020-08-19 13:16:15,A,1,7480887,Grey takes Moses in hand#Grey uses 1 civil action #
11498,Grey,Patriotism,2020-08-19 13:16:10,A,1,7480887,Grey takes Patriotism in hand#Grey uses 3 civil action #
11499,Grey,Colossus,2020-08-19 13:15:55,A,1,7480887,Grey takes Colossus in hand#Grey uses 2 civil action #
11500,Grey,Frugality,2020-08-19 13:11:26,A,1,7480887,Grey takes Frugality in hand#Grey uses 2 civil action #
11501,Grey,Moses,2020-08-19 13:10:53,A,1,7480887,Grey takes Moses in hand#Grey uses 1 civil action #
11502,Green,Pyramids,2020-08-19 13:07:30,A,1,7480887,Green takes Pyramids in hand#Green uses 2 civil action #
11503,Green,Alexander the Great,2020-08-19 13:07:28,A,1,7480887,Green takes Alexander the Great in hand#Green uses 1 civil action #
11504,Purple,Rich Land,2020-08-19 12:49:00,A,1,7480887,Purple takes Rich Land in hand#Purple uses 1 civil action #
11505,Purple,Urban Growth,2020-08-19 12:48:52,A,1,7480887,Purple takes Urban Growth in hand#Purple uses 1 civil action #
11506,Orange,Homer,2020-08-19 12:48:17,A,1,7480887,Orange takes Homer in hand#Orange uses 1 civil action #
11507,Green,Engineering,2020-09-01 11:11:33,IV,17,7481117,Green takes Engineering in hand#Green uses 1 civil action #
11508,Green,Satellites,2020-09-01 11:09:51,IV,17,7481117,Green takes Satellites in hand#Green uses 1 civil action #
11509,Purple,Democracy,2020-09-01 11:04:00,IV,17,7481117,Purple takes Democracy in hand#Purple uses 1 civil action #
11510,Orange,Computers,2020-09-01 09:38:43,IV,17,7481117,Orange takes Computers in hand#Orange uses 3 civil action #
11511,Purple,Computers,2020-09-01 09:26:20,III,16,7481117,Purple takes Computers in hand#Purple uses 1 civil action #
11512,Purple,Mechanized Agriculture,2020-09-01 09:26:15,III,16,7481117,Purple takes Mechanized Agriculture in hand#Purple uses 1 civil action #
11513,Purple,Democracy,2020-09-01 09:25:59,III,16,7481117,Purple takes Democracy in hand#Purple uses 3 civil action #
11514,Purple,Democracy,2020-09-01 09:25:23,III,16,7481117,Purple takes Democracy in hand#Purple uses 3 civil action #
11515,Purple,Professional Sports,2020-09-01 09:24:39,III,16,7481117,Purple takes Professional Sports in hand#Purple uses 2 civil action #
11516,Purple,Computers,2020-09-01 09:24:24,III,16,7481117,Purple takes Computers in hand#Purple uses 1 civil action #
11517,Orange,Multimedia,2020-09-01 09:01:55,III,16,7481117,Orange takes Multimedia in hand#Orange uses 1 civil action #
11518,Orange,Multimedia,2020-09-01 09:01:29,III,16,7481117,Orange takes Multimedia in hand#Orange uses 1 civil action #
11519,Orange,Computers,2020-09-01 09:01:09,III,16,7481117,Orange takes Computers in hand#Orange uses 1 civil action #
11520,Orange,Air Forces,2020-09-01 08:59:14,III,16,7481117,Orange takes Air Forces in hand#Orange uses 1 civil action #
11521,Green,Revolutionary Idea,2020-09-01 08:50:47,III,15,7481117,Green takes Revolutionary Idea in hand#Green uses 3 civil action #
11522,Green,Military Build-Up,2020-09-01 08:50:39,III,15,7481117,Green takes Military Build-Up in hand#Green uses 1 civil action #
11523,Purple,Winston Churchill,2020-09-01 08:48:45,III,15,7481117,Purple takes Winston Churchill in hand#Purple uses 2 civil action #
11524,Orange,Sid Meier,2020-09-01 07:45:02,III,15,7481117,Orange takes Sid Meier in hand#Orange uses 1 civil action #
11525,Orange,Modern Infantry,2020-09-01 07:44:52,III,15,7481117,Orange takes Modern Infantry in hand#Orange uses 1 civil action #
11526,Orange,Fast Food Chains,2020-09-01 07:08:43,III,15,7481117,Orange takes Fast Food Chains in hand#Orange uses 2 civil action #
11527,Orange,Fast Food Chains,2020-09-01 07:07:43,III,15,7481117,Orange takes Fast Food Chains in hand#Orange uses 2 civil action #
11528,Green,Tanks,2020-08-31 21:34:27,III,14,7481117,Green takes Tanks in hand#Green uses 2 civil action #
11529,Purple,Reserves,2020-08-31 20:26:37,III,14,7481117,Purple takes Reserves in hand#Purple uses 1 civil action #
11530,Purple,Efficient Upgrade,2020-08-31 20:26:34,III,14,7481117,Purple takes Efficient Upgrade in hand#Purple uses 1 civil action #
11531,Purple,Air Forces,2020-08-31 20:26:29,III,14,7481117,Purple takes Air Forces in hand#Purple uses 1 civil action #
11532,Purple,Air Forces,2020-08-31 20:25:38,III,14,7481117,Purple takes Air Forces in hand#Purple uses 1 civil action #
11533,Green,Engineering Genius,2020-08-31 16:57:40,III,14,7481117,Green takes Engineering Genius in hand#Green uses 1 civil action #
11534,Green,Reserves,2020-08-31 16:50:37,III,14,7481117,Green takes Reserves in hand#Green uses 1 civil action #
11535,Green,Reserves,2020-08-31 16:50:34,III,14,7481117,Green takes Reserves in hand#Green uses 2 civil action #
11536,Purple,Urban Growth,2020-08-31 16:34:17,III,14,7481117,Purple takes Urban Growth in hand#Purple uses 2 civil action #
11537,Purple,Engineering Genius,2020-08-31 16:34:07,III,14,7481117,Purple takes Engineering Genius in hand#Purple uses 2 civil action #
11538,Purple,Movies,2020-08-31 16:34:04,III,14,7481117,Purple takes Movies in hand#Purple uses 2 civil action #
11539,Purple,Military Theory,2020-08-31 16:33:42,III,14,7481117,Purple takes Military Theory in hand#Purple uses 1 civil action #
11540,Orange,Communism,2020-08-31 16:02:35,III,14,7481117,Orange takes Communism in hand#Orange uses 1 civil action #
11541,Grey,Endowment for the Arts,2020-08-31 15:54:21,III,13,7481117,Grey takes Endowment for the Arts in hand#Grey uses 1 civil action #
11542,Grey,Patriotism,2020-08-31 15:54:18,III,13,7481117,Grey takes Patriotism in hand#Grey uses 1 civil action #
11543,Grey,Navigation,2020-08-31 15:44:19,III,13,7481117,Grey takes Navigation in hand#Grey uses 1 civil action #
11544,Green,Urban Growth,2020-08-31 14:42:05,III,13,7481117,Green takes Urban Growth in hand#Green uses 3 civil action #
11545,Green,Efficient Upgrade,2020-08-31 14:42:01,III,13,7481117,Green takes Efficient Upgrade in hand#Green uses 3 civil action #
11546,Green,Mahatma Gandhi,2020-08-31 14:41:40,III,13,7481117,Green takes Mahatma Gandhi in hand#Green uses 1 civil action #
11547,Purple,Navigation,2020-08-31 13:44:30,III,13,7481117,Purple takes Navigation in hand#Purple uses 1 civil action #
11548,Purple,Cannon,2020-08-31 13:44:21,III,13,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11549,Purple,Cannon,2020-08-31 13:42:56,III,13,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11550,Purple,Cannon,2020-08-31 13:42:21,III,13,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11551,Purple,Scientific Method,2020-08-31 13:41:15,III,13,7481117,Purple takes Scientific Method in hand#Purple uses 1 civil action #
11552,Purple,Cannon,2020-08-31 13:41:02,III,13,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11553,Orange,Scientific Method,2020-08-31 13:19:22,III,13,7481117,Orange takes Scientific Method in hand#Orange uses 1 civil action #
11554,Grey,Patriotism,2020-08-31 13:15:51,III,12,7481117,Grey takes Patriotism in hand#Grey uses 1 civil action #
11555,Grey,Mahatma Gandhi,2020-08-31 13:14:59,III,12,7481117,Grey takes Mahatma Gandhi in hand#Grey uses 2 civil action #
11556,Green,Justice System,2020-08-31 13:10:59,III,12,7481117,Green takes Justice System in hand#Green uses 1 civil action #
11557,Green,Wave of Nationalism,2020-08-31 13:10:19,III,12,7481117,Green takes Wave of Nationalism in hand#Green uses 3 civil action #
11558,Purple,Efficient Upgrade,2020-08-31 13:03:11,II,12,7481117,Purple takes Efficient Upgrade in hand#Purple uses 2 civil action #
11559,Purple,William Shakespeare,2020-08-31 13:02:24,II,12,7481117,Purple takes William Shakespeare in hand#Purple uses 1 civil action #
11560,Purple,Architecture,2020-08-31 13:01:49,II,12,7481117,Purple takes Architecture in hand#Purple uses 1 civil action #
11561,Purple,Johannes Sebastian Bach,2020-08-31 13:01:45,II,12,7481117,Purple takes Johannes Sebastian Bach in hand#Purple uses 2 civil action #
11562,Purple,William Shakespeare,2020-08-31 12:59:36,II,12,7481117,Purple takes William Shakespeare in hand#Purple uses 1 civil action #
11563,Purple,Architecture,2020-08-31 12:59:20,II,12,7481117,Purple takes Architecture in hand#Purple uses 1 civil action #
11564,Purple,William Shakespeare,2020-08-31 12:59:16,II,12,7481117,Purple takes William Shakespeare in hand#Purple uses 1 civil action #
11565,Purple,Breakthrough,2020-08-31 12:59:08,II,12,7481117,Purple takes Breakthrough in hand#Purple uses 1 civil action #
11566,Orange,Revolutionary Idea,2020-08-31 11:29:12,II,12,7481117,Orange takes Revolutionary Idea in hand#Orange uses 3 civil action #
11567,Orange,Organized Religion,2020-08-31 11:29:00,II,12,7481117,Orange takes Organized Religion in hand#Orange uses 1 civil action #
11568,Grey,Reserves,2020-08-31 10:38:41,II,11,7481117,Grey takes Reserves in hand#Grey uses 2 civil action #
11569,Grey,Strategy,2020-08-31 10:37:33,II,11,7481117,Grey takes Strategy in hand#Grey uses 1 civil action #
11570,Green,Journalism,2020-08-31 10:11:33,II,11,7481117,Green takes Journalism in hand#Green uses 1 civil action #
11571,Green,Reserves,2020-08-31 10:10:09,II,11,7481117,Green takes Reserves in hand#Green uses 3 civil action #
11572,Purple,Selective Breeding,2020-08-31 09:59:38,II,11,7481117,Purple takes Selective Breeding in hand#Purple uses 2 civil action #
11573,Purple,Selective Breeding,2020-08-31 09:59:14,II,11,7481117,Purple takes Selective Breeding in hand#Purple uses 2 civil action #
11574,Purple,Ocean Liner,2020-08-31 09:58:15,II,11,7481117,Purple takes Ocean Liner in hand#Purple uses 1 civil action #
11575,Purple,Coal,2020-08-31 09:57:26,II,11,7481117,Purple takes Coal in hand#Purple uses 1 civil action #
11576,Purple,Opera,2020-08-31 09:57:18,II,11,7481117,Purple takes Opera in hand#Purple uses 1 civil action #
11577,Orange,Riflemen,2020-08-28 17:06:08,II,11,7481117,Orange takes Riflemen in hand#Orange uses 1 civil action #
11578,Grey,Isaac Newton,2020-08-28 15:48:11,II,10,7481117,Grey takes Isaac Newton in hand#Grey uses 2 civil action #
11579,Grey,Team Sports,2020-08-28 15:47:51,II,10,7481117,Grey takes Team Sports in hand#Grey uses 1 civil action #
11580,Green,Kremlin,2020-08-28 12:05:59,II,10,7481117,Green takes Kremlin in hand#Green uses 4 civil action #
11581,Green,Selective Breeding,2020-08-28 12:05:47,II,10,7481117,Green takes Selective Breeding in hand#Green uses 1 civil action #
11582,Green,Maximillien Robespierre,2020-08-28 12:00:39,II,10,7481117,Green takes Maximillien Robespierre in hand#Green uses 1 civil action #
11583,Purple,Urban Growth,2020-08-28 11:40:50,II,10,7481117,Purple takes Urban Growth in hand#Purple uses 1 civil action #
11584,Purple,Urban Growth,2020-08-28 11:39:22,II,10,7481117,Purple takes Urban Growth in hand#Purple uses 1 civil action #
11585,Purple,Riflemen,2020-08-28 11:38:33,II,10,7481117,Purple takes Riflemen in hand#Purple uses 1 civil action #
11586,Orange,Frugality,2020-08-27 20:34:29,II,10,7481117,Orange takes Frugality in hand#Orange uses 1 civil action #
11587,Orange,Rich Land,2020-08-27 20:34:24,II,10,7481117,Orange takes Rich Land in hand#Orange uses 1 civil action #
11588,Orange,Journalism,2020-08-27 20:34:20,II,10,7481117,Orange takes Journalism in hand#Orange uses 1 civil action #
11589,Grey,Scientific Method,2020-08-27 19:03:05,II,9,7481117,Grey takes Scientific Method in hand#Grey uses 1 civil action #
11590,Green,Breakthrough,2020-08-27 18:53:45,II,9,7481117,Green takes Breakthrough in hand#Green uses 1 civil action #
11591,Green,Constitutional Monarchy,2020-08-27 18:51:34,II,9,7481117,Green takes Constitutional Monarchy in hand#Green uses 3 civil action #
11592,Green,Breakthrough,2020-08-27 18:50:58,II,9,7481117,Green takes Breakthrough in hand#Green uses 1 civil action #
11593,Green,Cavalrymen,2020-08-27 18:50:49,II,9,7481117,Green takes Cavalrymen in hand#Green uses 1 civil action #
11594,Purple,Organized Religion,2020-08-27 18:32:36,II,9,7481117,Purple takes Organized Religion in hand#Purple uses 2 civil action #
11595,Purple,Breakthrough,2020-08-27 18:32:19,II,9,7481117,Purple takes Breakthrough in hand#Purple uses 1 civil action #
11596,Purple,Cavalrymen,2020-08-27 18:32:12,II,9,7481117,Purple takes Cavalrymen in hand#Purple uses 1 civil action #
11597,Purple,Cannon,2020-08-27 18:32:03,II,9,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11598,Purple,Cannon,2020-08-27 18:31:19,II,9,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11599,Purple,Engineering Genius,2020-08-27 18:30:54,II,9,7481117,Purple takes Engineering Genius in hand#Purple uses 2 civil action #
11600,Purple,Architecture,2020-08-27 18:30:48,II,9,7481117,Purple takes Architecture in hand#Purple uses 1 civil action #
11601,Purple,Engineering Genius,2020-08-27 18:30:16,II,9,7481117,Purple takes Engineering Genius in hand#Purple uses 2 civil action #
11602,Purple,Cannon,2020-08-27 18:29:06,II,9,7481117,Purple takes Cannon in hand#Purple uses 1 civil action #
11603,Purple,Cavalrymen,2020-08-27 18:28:45,II,9,7481117,Purple takes Cavalrymen in hand#Purple uses 1 civil action #
11604,Purple,Constitutional Monarchy,2020-08-27 18:28:18,II,9,7481117,Purple takes Constitutional Monarchy in hand#Purple uses 1 civil action #
11605,Orange,Cannon,2020-08-27 09:31:09,II,9,7481117,Orange takes Cannon in hand#Orange uses 1 civil action #
11606,Orange,Napoleon Bonaparte,2020-08-27 09:30:45,II,9,7481117,Orange takes Napoleon Bonaparte in hand#Orange uses 1 civil action #
11607,Grey,Efficient Upgrade,2020-08-26 16:22:46,II,8,7481117,Grey takes Efficient Upgrade in hand#Grey uses 1 civil action #
11608,Green,Efficient Upgrade,2020-08-26 16:14:12,II,8,7481117,Green takes Efficient Upgrade in hand#Green uses 1 civil action #
11609,Green,Masonry,2020-08-26 16:13:09,II,8,7481117,Green takes Masonry in hand#Green uses 1 civil action #
11610,Purple,Great Wall,2020-08-26 14:52:04,II,8,7481117,Purple takes Great Wall in hand#Purple uses 1 civil action #
11611,Purple,Michelangelo,2020-08-26 14:51:35,II,8,7481117,Purple takes Michelangelo in hand#Purple uses 1 civil action #
11612,Green,Reserves,2020-08-26 14:43:52,II,7,7481117,Green takes Reserves in hand#Green uses 2 civil action #
11613,Purple,Patriotism,2020-08-26 14:39:23,II,7,7481117,Purple takes Patriotism in hand#Purple uses 1 civil action #
11614,Purple,Theology,2020-08-26 14:38:35,II,7,7481117,Purple takes Theology in hand#Purple uses 1 civil action #
11615,Orange,Frugality,2020-08-26 14:37:16,I,7,7481117,Orange takes Frugality in hand#Orange uses 1 civil action #
11616,Orange,Joan of Arc,2020-08-26 14:36:28,I,7,7481117,Orange takes Joan of Arc in hand#Orange uses 2 civil action #
11617,Grey,Universitas Carolina,2020-08-26 14:31:04,I,6,7481117,Grey takes Universitas Carolina in hand#Grey uses 2 civil action #
11618,Grey,Iron,2020-08-26 14:31:00,I,6,7481117,Grey takes Iron in hand#Grey uses 1 civil action #
11619,Green,Code of Laws,2020-08-26 14:27:36,I,6,7481117,Green takes Code of Laws in hand#Green uses 1 civil action #
11620,Green,Cultural Heritage,2020-08-26 14:24:19,I,6,7481117,Green takes Cultural Heritage in hand#Green uses 1 civil action #
11621,Green,St. Peter's Basilica,2020-08-26 14:24:10,I,6,7481117,Green takes St. Peter's Basilica in hand#Green uses 2 civil action #
11622,Purple,Breakthrough,2020-08-26 14:22:19,I,6,7481117,Purple takes Breakthrough in hand#Purple uses 1 civil action #
11623,Purple,Rich Land,2020-08-26 14:22:08,I,6,7481117,Purple takes Rich Land in hand#Purple uses 1 civil action #
11624,Purple,Reserves,2020-08-26 14:21:59,I,6,7481117,Purple takes Reserves in hand#Purple uses 1 civil action #
11625,Orange,Breakthrough,2020-08-26 14:19:26,I,6,7481117,Orange takes Breakthrough in hand#Orange uses 1 civil action #
11626,Orange,Cartography,2020-08-26 14:18:49,I,6,7481117,Orange takes Cartography in hand#Orange uses 1 civil action #
11627,Grey,Irrigation,2020-08-26 14:08:47,I,5,7481117,Grey takes Irrigation in hand#Grey uses 1 civil action #
11628,Grey,Theology,2020-08-26 14:08:44,I,5,7481117,Grey takes Theology in hand#Grey uses 1 civil action #
11629,Green,Alchemy,2020-08-26 14:00:59,I,5,7481117,Green takes Alchemy in hand#Green uses 1 civil action #
11630,Purple,Printing Press,2020-08-26 13:55:45,I,5,7481117,Purple takes Printing Press in hand#Purple uses 2 civil action #
11631,Purple,Alchemy,2020-08-26 13:55:13,I,5,7481117,Purple takes Alchemy in hand#Purple uses 1 civil action #
11632,Purple,Knights,2020-08-26 13:54:37,I,5,7481117,Purple takes Knights in hand#Purple uses 1 civil action #
11633,Orange,Iron,2020-08-25 23:36:33,I,5,7481117,Orange takes Iron in hand#Orange uses 1 civil action #
11634,Orange,Theocracy,2020-08-25 23:36:11,I,5,7481117,Orange takes Theocracy in hand#Orange uses 1 civil action #
11635,Grey,Frederick Barbarossa,2020-08-25 21:15:03,I,4,7481117,Grey takes Frederick Barbarossa in hand#Grey uses 1 civil action #
11636,Green,Theocracy,2020-08-25 18:05:40,I,4,7481117,Green takes Theocracy in hand#Green uses 1 civil action #
11637,Green,Theocracy,2020-08-25 18:05:09,I,4,7481117,Green takes Theocracy in hand#Green uses 1 civil action #
11638,Green,Urban Growth,2020-08-25 18:02:04,I,4,7481117,Green takes Urban Growth in hand#Green uses 1 civil action #
11639,Orange,Knights,2020-08-25 14:12:27,I,4,7481117,Orange takes Knights in hand#Orange uses 1 civil action #
11640,Grey,Swordsmen,2020-08-25 13:59:46,I,3,7481117,Grey takes Swordsmen in hand#Grey uses 1 civil action #
11641,Grey,Knights,2020-08-25 13:59:07,I,3,7481117,Grey takes Knights in hand#Grey uses 2 civil action #
11642,Green,Genghis Khan,2020-08-25 13:37:58,I,3,7481117,Green takes Genghis Khan in hand#Green uses 1 civil action #
11643,Green,Swordsmen,2020-08-25 13:37:55,I,3,7481117,Green takes Swordsmen in hand#Green uses 1 civil action #
11644,Orange,Urban Growth,2020-08-25 11:03:58,I,3,7481117,Orange takes Urban Growth in hand#Orange uses 1 civil action #
11645,Orange,Frugality,2020-08-25 11:03:23,I,3,7481117,Orange takes Frugality in hand#Orange uses 1 civil action #
11646,Orange,Moses,2020-08-25 11:03:21,I,3,7481117,Orange takes Moses in hand#Orange uses 1 civil action #
11647,Grey,Engineering Genius,2020-08-25 11:01:30,I,2,7481117,Grey takes Engineering Genius in hand#Grey uses 2 civil action #
11648,Green,Pyramids,2020-08-25 10:06:23,I,2,7481117,Green takes Pyramids in hand#Green uses 1 civil action #
11649,Green,Iron,2020-08-25 10:06:17,I,2,7481117,Green takes Iron in hand#Green uses 2 civil action #
11650,Purple,Patriotism,2020-08-25 09:57:24,I,2,7481117,Purple takes Patriotism in hand#Purple uses 1 civil action #
11651,Purple,Urban Growth,2020-08-25 09:56:35,I,2,7481117,Purple takes Urban Growth in hand#Purple uses 1 civil action #
11652,Orange,Colossus,2020-08-25 09:53:52,I,2,7481117,Orange takes Colossus in hand#Orange uses 1 civil action #
11653,Orange,Rich Land,2020-08-25 09:53:09,I,2,7481117,Orange takes Rich Land in hand#Orange uses 1 civil action #
11654,Grey,Stockpile,2020-08-25 09:50:00,A,1,7481117,Grey takes Stockpile in hand#Grey uses 2 civil action #
11655,Grey,Engineering Genius,2020-08-25 09:49:56,A,1,7481117,Grey takes Engineering Genius in hand#Grey uses 2 civil action #
11656,Green,Rich Land,2020-08-25 09:34:13,A,1,7481117,Green takes Rich Land in hand#Green uses 2 civil action #
11657,Green,Aristotle,2020-08-25 09:34:10,A,1,7481117,Green takes Aristotle in hand#Green uses 1 civil action #
11658,Purple,Library of Alexandria,2020-08-25 09:23:44,A,1,7481117,Purple takes Library of Alexandria in hand#Purple uses 1 civil action #
11659,Purple,Homer,2020-08-25 09:23:39,A,1,7481117,Purple takes Homer in hand#Purple uses 1 civil action #
11660,Orange,Urban Growth,2020-08-24 22:27:23,A,1,7481117,Orange takes Urban Growth in hand#Orange uses 1 civil action #
11661,Grey,Movies,2020-09-10 10:40:54,IV,19,7481459,Grey takes Movies in hand#1 civil action used#
11662,Green,Democracy,2020-09-10 10:21:20,IV,19,7481459,Green takes Democracy in hand#1 civil action used#
11663,Purple,Multimedia,2020-09-10 10:12:28,IV,19,7481459,Purple takes Multimedia in hand#2 civil actions used#
11664,Purple,Multimedia,2020-09-10 10:12:20,IV,19,7481459,Purple takes Multimedia in hand#2 civil actions used#
11665,Purple,Professional Sports,2020-09-10 10:12:19,IV,19,7481459,Purple takes Professional Sports in hand#1 civil action used#
11666,Purple,Tanks,2020-09-10 10:12:16,IV,19,7481459,Purple takes Tanks in hand#1 civil action used#
11667,Orange,Sid Meier,2020-09-10 10:06:15,IV,19,7481459,Orange takes Sid Meier in hand#1 civil action used#
11668,Grey,Engineering,2020-09-10 09:57:09,IV,18,7481459,Grey takes Engineering in hand#1 civil action used#
11669,Grey,Efficient Upgrade,2020-09-10 09:55:38,IV,18,7481459,Grey takes Efficient Upgrade in hand#1 civil action used#
11670,Green,Engineering,2020-09-10 09:45:04,III,18,7481459,Green takes Engineering in hand#1 civil action used#
11671,Green,Endowment for the Arts,2020-09-10 09:44:59,III,18,7481459,Green takes Endowment for the Arts in hand#1 civil action used#
11672,Green,Modern Infantry,2020-09-10 09:42:51,III,18,7481459,Green takes Modern Infantry in hand#1 civil action used#
11673,Purple,Military Theory,2020-09-10 08:40:43,III,18,7481459,Purple takes Military Theory in hand#1 civil action used#
11674,Purple,Efficient Upgrade,2020-09-10 08:40:20,III,18,7481459,Purple takes Efficient Upgrade in hand#2 civil actions used#
11675,Orange,Military Theory,2020-09-10 08:29:54,III,18,7481459,Orange takes Military Theory in hand#1 civil action used#
11676,Grey,Ideal Building Site,2020-09-10 08:25:01,III,17,7481459,Grey takes Ideal Building Site in hand#1 civil action used#
11677,Grey,Satellites,2020-09-10 08:24:56,III,17,7481459,Grey takes Satellites in hand#1 civil action used#
